hour_of_year,insolation,temperature,rainfall,wind_speed,wind_direction,humidity
2173,818,30,63493,53,45,37
2174,229,31.2,63494,46,47,35
2175,451,31.2,63495,36,74,36
2176,381,30.4,63496,31,23,37
2177,89,27.1,63497,19,25,45
2178,0,23.5,63498,11,0,54
2179,0,19.4,63499,0,0,71
2180,0,17.5,63500,0,0,79
2181,0,16.6,63501,0,10,87
2182,0,17.6,63502,0,0,85
2183,0,18.2,63503,0,44,87
2184,0,19.2,63504,3,8,83
2185,0,19,63505,0,0,84
2186,0,19.3,63506,2,0,78
2187,0,19.1,63507,0,0,76
2188,0,15.6,63508,0,0,90
2189,0,16.4,63509,21,105,75
2190,146,18.8,63510,33,224,71
2191,410,21.8,63511,42,315,65
2192,709,25.7,63512,32,9,73
2193,259,28.7,63513,23,17,74
2194,1017,31.2,63514,11,360,75
2195,583,32,63515,15,330,60
2196,766,32.4,63516,22,308,48
2197,915,32,63517,36,293,33
2198,631,32,63518,39,287,30
2199,246,31.3,63519,40,277,29
2200,481,30.4,63520,31,270,38
2201,238,28.1,63521,27,263,44
2202,0,25.8,63522,21,273,57
2203,0,23,63523,25,293,63
2204,0,21.3,63524,25,319,77
2205,0,20,63525,30,323,78
2206,0,19.6,63526,25,293,86
2207,0,18.8,63527,22,213,80
2208,0,18.3,63528,9,107,84
2209,0,17,63529,0,0,81
2210,0,16.2,63530,0,0,91
2211,0,15.3,63531,0,0,89
2212,0,15.8,63532,0,0,92
2213,0,16.7,63533,7,87,98
2214,159,19.6,63534,17,209,79
2215,346,22,63535,25,315,68
2216,492,25.6,63536,31,26,44
2217,688,27.7,63537,32,32,37
2218,688,30.2,63538,31,360,29
2219,995,31,63539,27,305,35
2220,990,32.5,63540,25,275,37
2221,759,33,63541,25,270,43
2222,764,34.1,63542,27,293,36
2223,893,32.9,63543,28,297,33
2224,579,31,63544,25,270,27
2225,31,26.5,63545,17,189,34
2226,0,22.8,63546,9,92,45
2227,0,19.4,63547,0,0,71
2228,0,19.2,63548,0,0,80
2229,0,19.6,63549,0,0,90
2230,0,21.4,63550,0,0,80
2231,0,21.1,63551,2,26,85
2232,0,20.4,63552,3,32,80
2233,0,17.8,63553,0,0,92
2234,0,16.4,63554,0,0,89
2235,0,15,63555,0,0,94
2236,0,14.4,63556,0,0,90
2237,0,16.4,63557,0,0,85
2238,163,19.7,63558,1,38,71
2239,327,23.6,63559,0,0,61
2240,887,27.1,63560,9,53,47
2241,679,29.8,63561,14,41,37
2242,811,31.6,63562,25,113,27
2243,1084,32.7,63563,26,105,24
2244,971,33.5,63564,30,186,22
2245,459,34,63565,25,203,23
2246,939,34,63566,26,295,23
2247,747,33,63567,18,266,26
2248,289,31,63568,14,248,29
2249,193,28.2,63569,3,101,37
2250,0,25.1,63570,1,49,43
2251,0,22.6,63571,0,0,53
2252,0,21.1,63572,11,124,57
2253,0,20.6,63573,17,206,63
2254,0,20.6,63574,25,315,65
2255,0,20.3,63575,18,243,74
2256,0,19.2,63576,12,166,81
2257,0,17.4,63577,0,0,92
2258,0,15.4,63578,0,0,95
2259,0,14.1,63579,0,0,97
2260,0,11.4,63580,0,0,93
2261,0,12.7,63581,0,0,96
2262,81,16,63582,0,0,81
2263,560,20.4,63583,0,0,67
2264,535,24.7,63584,12,117,45
2265,1000,28.1,63585,23,228,32
2266,916,30.2,63586,31,293,21
2267,1169,31.4,63587,33,314,19
2268,944,31.9,63588,32,303,18
2269,937,32.2,63589,31,293,23
2270,593,32.1,63590,29,289,24
2271,398,31.4,63591,28,292,29
2272,674,29.6,63592,25,270,30
2273,91,26.9,63593,19,211,37
2274,0,23.5,63594,10,109,43
2275,0,20.6,63595,0,0,57
2276,0,18.6,63596,0,0,65
2277,0,18.1,63597,0,0,76
2278,0,18.4,63598,0,0,79
2279,0,18.9,63599,11,129,85
2280,0,18.5,63600,21,243,85
2281,0,17,63601,25,293,90
2282,0,14.5,63602,21,245,88
2283,0,12.3,63603,11,132,94
2284,0,11.4,63604,0,0,91
2285,0,13.2,63605,0,10,82
2286,121,16.8,63606,3,16,71
2287,242,20.8,63607,0,0,60
2288,923,25.4,63608,6,0,49
2289,1047,28.8,63609,11,0,40
2290,1175,31.6,63610,25,23,32
2291,879,32.8,63611,34,92,27
2292,1024,33.9,63612,45,197,22
2293,454,34,63613,47,293,20
2294,809,34.2,63614,48,359,20
2295,272,33.1,63615,37,355,23
2296,207,31.4,63616,25,293,28
2297,103,28.1,63617,7,182,35
2298,0,25,63618,1,77,44
2299,0,22,63619,0,0,54
2300,0,20.7,63620,13,0,60
2301,0,19.8,63621,22,0,65
2302,0,19.6,63622,31,23,68
2303,0,18.3,63623,23,31,74
2304,0,16.7,63624,15,25,80
2305,0,14,63625,0,0,90
2306,0,12.1,63626,0,0,94
2307,0,10.7,63627,0,0,97
2308,0,12.2,63628,0,0,89
2309,2,14.9,63629,1,19,74
2310,555,19.8,63630,1,16,52
2311,394,24.4,63631,0,0,44
2312,395,28.7,63632,0,0,34
2313,885,31,63633,0,0,31
2314,1132,32.4,63634,0,0,26
2315,321,32.6,63635,7,92,27
2316,806,33.4,63636,16,206,24
2317,855,34,63637,25,315,25
2318,985,34.8,63638,31,5,23
2319,574,33.9,63639,31,352,26
2320,483,31.6,63640,25,270,29
2321,150,27.4,63641,16,166,40
2322,0,23.5,63642,7,62,48
2323,0,20.4,63643,0,0,59
2324,0,20,63644,0,0,54
2325,0,20.8,63645,0,0,51
2326,0,22.4,63646,0,0,45
2327,0,22.2,63647,1,16,54
2328,0,20.5,63648,1,10,64
2329,0,16.8,63649,0,0,89
2330,0,13.6,63650,0,0,94
2331,0,11.4,63651,0,0,94
2332,0,15,63652,0,0,75
2333,1,17.8,63653,12,42,61
2334,202,21.3,63654,19,68,51
2335,469,26,63655,25,90,38
2336,925,28.6,63656,19,68,35
2337,405,30.9,63657,12,42,29
2338,701,31.4,63658,0,0,28
2339,498,32.8,63659,0,0,23
2340,945,33.1,63660,0,0,25
2341,915,34,63661,0,0,26
2342,301,32.7,63662,1,2,36
2343,309,31.3,63663,3,11,45
2344,199,28,63664,0,0,60
2345,23,25.6,63665,1,3,64
2346,0,22.4,63666,0,0,72
2347,0,21,63667,0,0,69
2348,0,19.3,63668,0,0,76
2349,0,19.8,63669,1,3,72
2350,0,20,63670,0,0,74
2351,0,21.4,63671,3,11,65
2352,0,20.9,63672,1,2,64
2353,0,20,63673,0,0,59
2354,0,17.1,63674,0,0,67
2355,0,15.7,63675,0,0,68
2356,0,19,63676,25,360,74
2357,10,18.2,63677,25,300,79
2358,211,18.6,63678,28,217,74
2359,45,20,63679,25,68,67
2360,551,22.2,63680,31,24,51
2361,731,24.2,63681,31,0,43
2362,967,25.6,63682,36,68,36
2363,845,26,63683,31,90,39
2364,717,26.3,63684,31,151,40
2365,312,26.4,63685,25,135,45
2366,771,26.9,63686,28,160,45
2367,940,27.1,63687,25,116,45
2368,748,26.6,63688,25,113,44
2369,86,24.5,63689,16,45,51
2370,0,21.4,63690,10,40,59
2371,0,17.6,63691,0,0,76
2372,0,14.7,63692,0,31,88
2373,0,13.3,63693,0,0,97
2374,0,14,63694,0,0,91
2375,0,15.9,63695,0,0,86
2376,0,18.3,63696,0,0,76
2377,0,20,63697,0,0,73
2378,0,20.7,63698,10,156,68
2379,0,20,63699,16,262,72
2380,0,11,63700,0,0,93
2381,1,13.3,63701,5,96,84
2382,109,16.7,63702,12,215,71
2383,608,20.4,63703,19,315,59
2384,561,23.7,63704,26,5,49
2385,919,26.1,63705,32,358,41
2386,746,27.8,63706,36,315,35
2387,940,29,63707,39,271,31
2388,844,30,63708,41,254,28
2389,1043,31,63709,42,270,27
2390,912,31.6,63710,39,298,26
2391,593,31.2,63711,34,306,29
2392,425,29.6,63712,25,270,33
2393,144,26.7,63713,15,188,41
2394,0,23.3,63714,6,86,53
2395,0,20,63715,0,0,67
2396,0,17.6,63716,0,0,76
2397,0,16.2,63717,0,0,81
2398,0,15.4,63718,0,0,82
2399,0,14.6,63719,2,30,84
2400,0,13.5,63720,2,30,85
2401,0,12,63721,0,0,91
2402,0,10.7,63722,0,0,95
2403,0,10.1,63723,0,0,99
2404,0,11,63724,0,0,95
2405,3,14.5,63725,12,86,87
2406,583,19,63726,18,91,60
2407,840,23.4,63727,25,113,49
2408,926,26.6,63728,20,31,33
2409,1085,28.5,63729,19,19,34
2410,300,29.6,63730,14,0,36
2411,948,30.7,63731,19,112,52
2412,720,32,63732,20,182,59
2413,888,33.6,63733,25,270,62
2414,970,34.5,63734,18,208,47
2415,611,34,63735,12,140,38
2416,150,31.6,63736,0,0,25
2417,29,27.9,63737,0,0,29
2418,0,23.6,63738,0,0,38
2419,0,20.2,63739,0,0,62
2420,0,18.1,63740,0,0,71
2421,0,17.4,63741,3,38,82
2422,0,17.2,63742,0,0,69
2423,0,16.6,63743,3,23,74
2424,0,15,63744,0,0,71
2425,0,12.6,63745,0,0,91
2426,0,10.4,63746,0,0,95
2427,0,9.6,63747,0,0,93
2428,0,11.4,63748,0,0,97
2429,110,14.4,63749,0,15,88
2430,623,19,63750,2,17,69
2431,738,23,63751,0,0,56
2432,464,27,63752,0,0,42
2433,931,29.4,63753,0,0,36
2434,579,31.4,63754,0,0,30
2435,881,32.2,63755,3,83,31
2436,969,33.5,63756,14,200,31
2437,882,34.2,63757,25,315,33
2438,916,35.2,63758,38,26,31
2439,308,34.5,63759,43,26,31
2440,720,33,63760,42,315,31
2441,11,29.7,63761,29,200,38
2442,0,26.9,63762,14,83,45
2443,0,24.4,63763,0,0,57
2444,0,23.8,63764,0,0,61
2445,0,23.2,63765,0,0,65
2446,0,22.8,63766,0,0,63
2447,0,20.3,63767,2,17,69
2448,0,17.1,63768,3,15,75
2449,0,13,63769,0,0,91
2450,0,10.6,63770,0,0,99
2451,0,9.5,63771,0,0,93
2452,0,15,63772,0,0,94
2453,46,16.8,63773,9,185,89
2454,647,20.1,63774,13,290,75
2455,234,24.2,63775,14,360,63
2456,849,28,63776,7,246,50
2457,931,31,63777,2,135,42
2458,581,33,63778,0,0,35
2459,833,34.4,63779,9,42,32
2460,793,35.3,63780,24,130,29
2461,311,36,63781,42,315,29
2462,498,36.2,63782,51,23,29
2463,415,35.8,63783,53,54,30
2464,696,34.4,63784,42,293,31
2465,273,32.3,63785,27,195,35
2466,0,29.5,63786,10,45,40
2467,0,27,63787,0,0,47
2468,0,24.9,63788,0,0,52
2469,0,23.8,63789,0,0,59
2470,0,23,63790,0,0,63
2471,0,22.3,63791,4,62,68
2472,0,20.9,63792,2,20,74
2473,0,19,63793,0,0,82
2474,0,16.7,63794,0,0,89
2475,0,15.2,63795,0,0,95
2476,0,20,63796,0,0,70
2477,96,21.8,63797,0,0,64
2478,205,24.4,63798,0,0,58
2479,413,27.6,63799,0,0,52
2480,767,30.2,63800,10,54,49
2481,963,32.5,63801,24,103,43
2482,558,34,63802,42,180,39
2483,855,35.6,63803,55,229,31
2484,963,36.8,63804,64,290,26
2485,783,38.2,63805,64,315,22
2486,1004,38.7,63806,58,343,22
2487,965,38.4,63807,45,315,24
2488,326,36.6,63808,31,270,30
2489,115,33.8,63809,16,170,37
2490,58,30.1,63810,7,84,46
2491,0,26.6,63811,0,0,55
2492,0,23.6,63812,0,0,64
2493,0,21.9,63813,0,0,70
2494,0,21.2,63814,0,0,72
2495,0,21.4,63815,0,2,69
2496,0,21.3,63816,0,16,69
2497,0,21,63817,0,0,67
2498,0,20.1,63818,1,7,71
2499,0,19.7,63819,1,0,70
2500,0,16.4,63820,0,0,86
2501,2,17.7,63821,0,0,90
2502,163,21.1,63822,0,0,75
2503,321,25,63823,0,0,64
2504,913,29.7,63824,0,0,45
2505,495,33.1,63825,0,0,37
2506,1171,36,63826,0,0,29
2507,635,37.2,63827,0,0,31
2508,876,38.7,63828,0,0,28
2509,999,39.4,63829,0,0,30
2510,736,40.5,63830,0,0,26
2511,914,39.9,63831,0,0,25
2512,634,38,63832,0,0,24
2513,10,33.5,63833,0,0,33
2514,5,28.7,63834,0,0,44
2515,0,23.8,63835,0,0,65
2516,0,21.3,63836,0,0,73
2517,0,20,63837,0,0,80
2518,0,20.6,63838,0,0,70
2519,0,20.6,63839,0,0,72
2520,0,20.4,63840,0,0,68
2521,0,18.8,63841,0,0,79
2522,0,17.5,63842,0,0,79
2523,0,16,63843,0,0,91
2524,0,18.2,63844,0,0,82
2525,71,19.8,63845,10,61,76
2526,141,23,63846,13,117,63
2527,140,26.4,63847,25,203,51
2528,720,30.5,63848,27,245,39
2529,592,33.8,63849,37,291,31
2530,809,36.6,63850,36,293,24
2531,899,37.9,63851,41,309,21
2532,1057,38.7,63852,32,291,20
2533,940,38.4,63853,25,293,21
2534,686,38,63854,9,266,23
2535,856,36.6,63855,9,275,27
2536,183,35,63856,14,270,30
2537,63,32.5,63857,40,298,35
2538,32,30.6,63858,60,287,38
2539,0,28.6,63859,78,270,41
2540,0,27.8,63860,69,193,42
2541,0,26.8,63861,54,126,45
2542,0,26,63862,25,45,48
2543,0,24.1,63863,11,19,57
2544,0,22.1,63864,0,0,65
2545,0,19.6,63865,0,0,77
2546,0,18.1,63866,0,0,84
2547,0,17.3,63867,2,0,87
2548,0,17,63868,0,0,85
2549,9,18.2,63869,1,0,81
2550,83,21.4,63870,0,0,67
2551,496,26.4,63871,0,0,52
2552,930,30.9,63872,1,124,40
2553,551,34.3,63873,10,195,32
2554,850,35.2,63874,25,293,29
2555,423,34.7,63875,47,280,30
2556,624,33.1,63876,66,299,33
2557,91,32.2,63877,78,270,37
2558,581,31.8,63878,75,326,38
2559,449,32.4,63879,63,323,39
2560,697,32.6,63880,42,338,38
2561,431,32.1,63881,23,229,40
2562,132,29.7,63882,7,139,43
2563,0,26.4,63883,0,0,51
2564,0,22.5,63884,0,0,61
2565,0,20,63885,0,0,72
2566,0,19,63886,0,0,77
2567,0,19.8,63887,2,0,78
2568,0,20.6,63888,0,31,75
2569,0,21,63889,0,0,75
2570,0,19.7,63890,0,27,77
2571,0,18.1,63891,0,0,83
2572,0,16.6,63892,0,0,98
2573,256,19.1,63893,0,0,87
2574,287,22.9,63894,0,0,70
2575,320,27,63895,0,0,53
2576,301,31,63896,18,115,41
2577,1094,34,63897,27,194,32
2578,736,36,63898,42,293,27
2579,692,36.8,63899,41,293,24
2580,525,37.2,63900,47,308,22
2581,973,37.2,63901,47,270,21
2582,742,37.1,63902,61,295,23
2583,375,36.4,63903,62,272,24
2584,126,35.2,63904,64,270,26
2585,144,33,63905,44,177,29
2586,102,30.4,63906,25,108,36
2587,0,27.6,63907,0,0,44
2588,0,25.3,63908,0,0,56
2589,0,23.4,63909,0,0,66
2590,0,22,63910,0,0,73
2591,0,20.4,63911,0,0,74
2592,0,18.8,63912,6,23,78
2593,0,17,63913,0,0,81
2594,0,15.8,63914,4,25,90
2595,0,15.4,63915,0,0,97
2596,0,16.2,63916,0,0,79
2597,411,17.9,63917,6,146,73
2598,527,21.1,63918,9,200,62
2599,667,25.6,63919,14,270,50
2600,881,30,63920,13,166,38
2601,1110,33.9,63921,13,107,30
2602,860,36.4,63922,14,0,23
2603,1103,37.8,63923,23,66,20
2604,908,38.1,63924,35,119,18
2605,558,38,63925,53,270,18
2606,827,37.4,63926,67,292,18
2607,352,36.7,63927,77,348,20
2608,667,35.4,63928,78,293,22
2609,365,33.8,63929,73,324,25
2610,78,31.4,63930,58,266,30
2611,0,29,63931,42,270,37
2612,0,26.5,63932,22,153,44
2613,0,24.6,63933,10,109,53
2614,0,23.2,63934,0,0,61
2615,0,22.3,63935,0,15,66
2616,0,21,63936,0,0,71
2617,0,19.6,63937,0,0,74
2618,0,17.8,63938,0,0,76
2619,0,16.5,63939,0,0,79
2620,0,21.6,63940,17,293,55
2621,253,22.8,63941,30,329,51
2622,507,25.2,63942,38,328,44
2623,542,26.8,63943,53,315,42
2624,772,30,63944,50,234,34
2625,277,32.2,63945,52,162,29
2626,1013,35,63946,42,90,22
2627,833,35.9,63947,44,103,20
2628,1039,37.1,63948,39,149,18
2629,965,36.6,63949,42,248,21
2630,927,36.9,63950,30,304,23
2631,231,35.5,63951,26,338,28
2632,695,34.4,63952,14,293,31
2633,210,31.6,63953,16,233,37
2634,105,29.8,63954,12,131,38
2635,0,27.6,63955,17,68,39
2636,0,27.3,63956,10,12,35
2637,0,26.1,63957,14,30,37
2638,0,25.4,63958,11,68,41
2639,0,22.8,63959,22,156,55
2640,0,21,63960,24,213,67
2641,0,18.8,63961,31,270,80
2642,0,19,63962,22,273,76
2643,0,19.4,63963,21,291,69
2644,0,22,63964,78,293,64
2645,84,23.4,63965,79,254,61
2646,168,24.5,63966,72,163,58
2647,453,26,63967,53,68,53
2648,309,26.1,63968,43,12,52
2649,363,26.6,63969,36,11,51
2650,670,26.6,63970,42,45,51
2651,826,28,63971,45,78,46
2652,866,29.3,63972,53,78,42
2653,1061,31,63973,53,45,35
2654,836,31,63974,58,4,32
2655,843,30.3,63975,57,0,32
2656,556,27.6,63976,64,45,37
2657,114,24.9,63977,66,144,46
2658,57,21.6,63978,76,251,64
2659,0,19.6,63979,78,315,79
2660,0,18,63980,81,300,92
2661,0,18.3,63981,68,211,90
2662,0,19,63982,53,90,82
2663,0,20.9,63983,29,0,66
2664,0,21.8,63984,18,0,58
2665,0,22.6,63985,17,45,53
2666,0,22,63986,37,156,57
2667,0,22.1,63987,57,255,60
2668,0,18.6,63988,25,90,74
2669,4,19.6,63989,24,159,70
2670,7,20.5,63990,22,264,72
2671,425,22.6,63991,25,360,67
2672,563,24.3,63992,23,57,64
2673,853,27,63993,25,44,54
2674,560,29.2,63994,25,338,45
2675,446,31.9,63995,32,243,34
2676,879,33.1,63996,36,169,28
2677,1084,33.4,63997,42,135,26
2678,170,31.3,63998,39,148,30
2679,727,28.9,63999,36,172,36
2680,315,25.4,64000,25,180,49
2681,165,23.1,64001,18,143,58
2682,83,20.7,64002,6,76,68
2683,0,19.6,64003,0,0,71
2684,0,18,64004,0,0,79
2685,0,17.6,64005,0,0,82
2686,0,17,64006,0,0,89
2687,0,17.8,64007,15,51,86
2688,0,18.1,64008,26,88,86
2689,0,19,64009,36,90,79
2690,0,18.7,64010,35,75,78
2691,0,18.9,64011,33,63,73
2692,0,14.6,64012,0,0,94
2693,12,16.8,64013,9,87,82
2694,24,20.4,64014,16,118,65
2695,704,23.8,64015,25,158,55
2696,354,27.1,64016,27,104,44
2697,820,29,64017,28,85,40
2698,836,30.6,64018,25,45,35
2699,309,31.4,64019,25,99,33
2700,269,32.7,64020,21,126,29
2701,1059,33.8,64021,19,180,27
2702,635,35.1,64022,12,134,24
2703,661,34.8,64023,7,95,26
2704,286,33.4,64024,0,0,29
2705,19,30,64025,0,0,39
2706,9,26.4,64026,0,0,51
2707,0,23,64027,0,0,66
2708,0,21.3,64028,0,0,72
2709,0,20.4,64029,1,24,75
2710,0,20.4,64030,0,0,72
2711,0,19.6,64031,2,22,75
2712,0,18.3,64032,0,0,80
2713,0,16,64033,0,0,94
2714,0,14.4,64034,0,0,94
2715,0,13.5,64035,0,0,94
2716,0,18.6,64036,0,0,87
2717,594,20.3,64037,1,0,79
2718,627,22.8,64038,1,9,67
2719,479,25.4,64039,0,0,55
2720,269,28.1,64040,0,34,46
2721,427,30.2,64041,0,6,40
2722,1017,32,64042,0,0,37
2723,957,33.4,64043,4,0,34
2724,1029,34.8,64044,9,0,32
2725,1013,35.8,64045,14,0,29
2726,705,36.4,64046,17,126,27
2727,887,35.8,64047,17,205,27
2728,687,34,64048,14,270,30
2729,309,30.8,64049,9,205,36
2730,307,27.3,64050,4,126,47
2731,0,24,64051,0,0,60
2732,0,21.8,64052,0,0,72
2733,0,20.6,64053,0,0,75
2734,0,20.2,64054,0,0,74
2735,0,19.8,64055,1,6,70
2736,0,19.3,64056,1,34,69
2737,0,18.4,64057,0,0,72
2738,0,17.8,64058,0,9,80
2739,0,17.7,64059,0,0,86
2740,0,16,64060,0,0,86
2741,28,18.9,64061,8,5,78
2742,198,23.1,64062,17,46,63
2743,868,27.6,64063,25,90,52
2744,582,31.2,64064,27,152,42
2745,1107,33.4,64065,24,179,37
2746,747,34.4,64066,17,180,33
2747,1023,34.9,64067,10,126,32
2748,220,35.5,64068,3,66,29
2749,1017,36.4,64069,0,0,28
2750,1000,37.1,64070,0,0,25
2751,366,37,64071,0,0,26
2752,485,35.6,64072,0,0,27
2753,216,32.9,64073,1,7,35
2754,108,29.3,64074,0,16,45
2755,0,26,64075,0,0,58
2756,0,23.5,64076,0,0,66
2757,0,22.2,64077,0,0,71
2758,0,21.6,64078,0,0,68
2759,0,21.1,64079,2,0,68
2760,0,19.8,64080,1,8,70
2761,0,18,64081,0,0,78
2762,0,16.1,64082,0,4,85
2763,0,15.2,64083,0,0,91
2764,0,16.6,64084,0,0,85
2765,308,19.5,64085,10,19,73
2766,573,23.9,64086,19,67,58
2767,729,28.6,64087,25,90,47
2768,932,32.4,64088,25,153,39
2769,748,34.9,64089,22,190,34
2770,666,36,64090,19,248,30
2771,1014,36.5,64091,22,257,29
2772,887,36.9,64092,28,282,26
2773,273,37.6,64093,36,270,25
2774,262,38.2,64094,41,290,24
2775,988,38.1,64095,42,279,24
2776,159,36.6,64096,36,293,26
2777,296,33.7,64097,29,274,33
2778,148,29.7,64098,21,291,44
2779,0,25.8,64099,17,293,58
2780,0,22.6,64100,15,329,71
2781,0,20.9,64101,17,317,80
2782,0,20.2,64102,17,293,81
2783,0,20,64103,14,193,82
2784,0,19.3,64104,7,103,82
2785,0,18,64105,0,0,87
2786,0,16.4,64106,0,0,90
2787,0,15.7,64107,0,0,92
2788,0,19.6,64108,0,0,75
2789,362,22.6,64109,0,0,64
2790,419,26.2,64110,1,0,52
2791,761,30,64111,0,0,45
2792,931,32.7,64112,11,101,38
2793,736,34.5,64113,14,172,35
2794,555,35.4,64114,25,270,32
2795,1018,36.4,64115,28,288,30
2796,949,37.5,64116,42,326,26
2797,926,38.8,64117,53,315,24
2798,435,39.4,64118,73,353,22
2799,952,39.2,64119,79,331,22
2800,138,37.4,64120,78,315,24
2801,337,34.7,64121,53,206,30
2802,169,31.1,64122,29,117,38
2803,0,28,64123,0,0,48
2804,0,25.4,64124,0,0,54
2805,0,24,64125,0,0,58
2806,0,23,64126,0,0,58
2807,0,22.4,64127,2,0,63
2808,0,21.3,64128,7,24,68
2809,0,20,64129,0,0,78
2810,0,18.6,64130,2,20,83
2811,0,18.4,64131,0,0,84
2812,0,18.8,64132,0,0,70
2813,163,21.1,64133,1,0,64
2814,326,24.2,64134,1,0,56
2815,639,27,64135,8,0,49
2816,768,29.6,64136,16,172,43
2817,855,31.5,64137,29,238,37
2818,907,33.4,64138,36,315,31
2819,1070,35.1,64139,41,203,27
2820,642,36.9,64140,34,147,24
2821,839,38.2,64141,25,45,23
2822,1059,38.9,64142,13,128,24
2823,499,38.4,64143,10,174,25
2824,248,36.8,64144,14,293,27
2825,340,34.3,64145,30,235,29
2826,170,31.9,64146,43,195,30
2827,0,29.8,64147,53,45,31
2828,0,28.6,64148,47,30,32
2829,0,27.5,64149,35,0,35
2830,0,26.4,64150,17,45,40
2831,0,24.4,64151,6,12,48
2832,0,22,64152,0,56,57
2833,0,19.4,64153,0,0,68
2834,0,17.8,64154,0,41,74
2835,0,17.5,64155,3,0,75
2836,0,16.4,64156,0,0,81
2837,129,18.6,64157,0,14,74
2838,258,21.7,64158,1,16,61
2839,568,26.4,64159,0,0,46
2840,585,29.9,64160,0,0,35
2841,814,33.2,64161,0,0,28
2842,1097,34.6,64162,0,0,23
2843,883,36.2,64163,2,77,21
2844,943,36.5,64164,7,186,21
2845,945,37.4,64165,11,293,20
2846,921,37.1,64166,15,359,20
2847,332,37,64167,16,359,21
2848,677,35.6,64168,14,293,22
2849,436,34.2,64169,9,186,24
2850,381,31.1,64170,4,77,29
2851,0,28,64171,0,0,37
2852,0,24,64172,0,0,49
2853,0,21.5,64173,0,0,58
2854,0,19.6,64174,0,0,65
2855,0,19.6,64175,1,16,65
2856,0,19.3,64176,1,14,65
2857,0,19.2,64177,0,0,66
2858,0,17.6,64178,0,0,72
2859,0,16.9,64179,0,0,77
2860,0,17,64180,0,0,64
2861,77,20.5,64181,0,0,56
2862,155,24.7,64182,0,0,45
2863,899,29.6,64183,0,0,35
2864,402,33.1,64184,5,60,25
2865,806,35.6,64185,20,170,19
2866,403,36.6,64186,36,293,14
2867,1014,37.3,64187,53,23,13
2868,717,37.4,64188,58,32,13
2869,557,37.8,64189,53,315,14
2870,704,37.4,64190,34,180,15
2871,996,37,64191,16,57,15
2872,254,35.4,64192,0,0,15
2873,345,33.6,64193,0,44,17
2874,307,31,64194,4,158,20
2875,0,28.6,64195,17,293,26
2876,0,25.9,64196,23,15,34
2877,0,24.2,64197,24,16,43
2878,0,22.4,64198,17,293,50
2879,0,21.3,64199,10,174,57
2880,0,19.9,64200,0,0,82
2881,0,18,64201,0,0,90
2882,0,19.3,64202,20,127,76
2883,0,20.8,64203,37,213,66
2884,0,23.4,64204,36,135,56
2885,10,24,64205,34,116,56
2886,443,25.9,64206,39,124,51
2887,60,27.6,64207,53,135,46
2888,657,29.9,64208,73,176,39
2889,654,31.2,64209,93,201,36
2890,343,32.6,64210,100,225,33
2891,266,33.2,64211,100,213,33
2892,779,34.5,64212,96,203,32
2893,642,35.4,64213,78,180,31
2894,394,36.6,64214,57,181,28
2895,248,36.2,64215,39,168,28
2896,480,34.6,64216,25,158,29
2897,49,30.8,64217,15,110,38
2898,0,27,64218,7,61,51
2899,0,23.4,64219,0,0,69
2900,0,22.1,64220,0,0,80
2901,0,22.1,64221,0,0,82
2902,0,23.6,64222,0,0,72
2903,0,24.5,64223,11,34,65
2904,0,25.1,64224,25,85,57
2905,0,24.4,64225,36,113,55
2906,0,23.9,64226,42,141,54
2907,0,23,64227,41,137,57
2908,0,19.8,64228,0,0,68
2909,15,21.8,64229,12,0,62
2910,46,24.8,64230,23,0,47
2911,714,28.8,64231,42,45,43
2912,859,31.2,64232,44,188,35
2913,564,32.9,64233,44,276,37
2914,1047,32.8,64234,31,360,37
2915,806,33.3,64235,26,332,44
2916,883,33.6,64236,18,319,43
2917,928,35,64237,19,270,43
2918,228,35.6,64238,14,303,35
2919,631,35.9,64239,15,300,34
2920,398,34,64240,8,315,33
2921,97,31.1,64241,9,223,46
2922,0,26.3,64242,1,135,60
2923,0,22,64243,0,0,84
2924,0,18.1,64244,0,0,89
2925,0,17,64245,0,0,86
2926,0,17.4,64246,0,0,69
2927,0,19.9,64247,15,25,66
2928,0,21.6,64248,20,83,62
2929,0,22.6,64249,25,68,72
2930,0,21.4,64250,13,77,73
2931,0,20.4,64251,7,18,78
2932,0,14.6,64252,0,0,94
2933,3,18.8,64253,0,0,74
2934,49,23.1,64254,0,0,60
2935,870,28,64255,0,0,48
2936,924,30.7,64256,14,106,41
2937,531,33.2,64257,27,221,33
2938,1040,34,64258,42,315,28
2939,930,35.6,64259,47,342,21
2940,970,35.8,64260,53,322,19
2941,287,36.2,64261,53,270,18
2942,761,34.4,64262,57,243,22
2943,686,32.8,64263,55,248,27
2944,327,30.2,64264,53,293,34
2945,172,29.2,64265,41,331,37
2946,0,27.9,64266,30,343,38
2947,0,27.8,64267,14,293,36
2948,0,26.5,64268,6,202,38
2949,0,25.6,64269,0,87,40
2950,0,23.2,64270,0,0,50
2951,0,21.4,64271,0,0,60
2952,0,18.2,64272,1,0,78
2953,0,16,64273,0,0,90
2954,0,13.4,64274,3,35,94
2955,0,13.4,64275,0,30,94
2956,0,18.4,64276,0,0,72
2957,79,20.7,64277,0,0,63
2958,157,24.6,64278,0,0,53
2959,734,28.6,64279,0,0,44
2960,924,32.6,64280,13,91,39
2961,1157,35.4,64281,24,155,34
