hour_of_year,insolation,temperature,wind,rainfall
1263,314,1.941,,
1264,59,-1.257,,
1265,0,-3.123,,
1266,0,-3.024,,
1267,0,-3.192,,
1268,0,-3.6,,
1269,0,-4.409,,
1270,0,-5.207,,
1271,0,-5.6,,
1272,0,-5.649,,
1273,0,-5.747,,
1274,0,-5.689,,
1275,0,-5.277,,
1276,0,-4.924,,
1277,15,-4.741,,
1278,222,-2.315,,
1279,499,1.284,,
1280,802,3.514,,
1281,1004,5.035,,
1282,1051,5.918,,
1283,954,5.912,,
1284,823,5.559,,
1285,581,4.83,,
1286,350,3.75,,
1287,122,2.192,,
1288,5,-0.137,,
1289,0,-1.235,,
1290,0,-1.55,,
1291,0,-1.84,,
1292,0,-2.303,,
1293,0,-2.799,,
1294,0,-3.061,,
1295,0,-3.311,,
1296,0,-3.886,,
1297,0,-4.769,,
1298,0,-5.158,,
1299,0,-5.199,,
1300,0,-4.89,,
1301,7,-5.01,,
1302,149,-2.729,,
1303,325,-0.555,,
1304,514,0.496,,
1305,681,1.259,,
1306,820,1.867,,
1307,812,2.005,,
1308,678,1.7,,
1309,597,1.277,,
1310,422,0.558,,
1311,224,-0.579,,
1312,45,-2.975,,
1313,0,-4.874,,
1314,0,-5.172,,
1315,0,-5.57,,
1316,0,-6.098,,
1317,0,-6.694,,
1318,0,-7.46,,
1319,0,-8.147,,
1320,0,-8.6,,
1321,0,-8.991,,
1322,0,-9.166,,
1323,0,-9.152,,
1324,0,-9.36,,
1325,30,-9.453,,
1326,332,-6.393,,
1327,600,-3.177,,
1328,845,-1.55,,
1329,1008,-0.267,,
1330,1062,0.455,,
1331,1011,0.722,,
1332,875,0.666,,
1333,698,0.27,,
1334,497,-0.439,,
1335,245,-1.536,,
1336,35,-3.921,,
1337,0,-5.579,,
1338,0,-5.653,,
1339,0,-5.836,,
1340,0,-6.241,,
1341,0,-6.962,,
1342,0,-7.656,,
1343,0,-7.979,,
1344,0,-8.002,,
1345,0,-7.861,,
1346,0,-7.731,,
1347,0,-7.938,,
1348,0,-8.086,,
1349,5,-7.655,,
1350,25,-6.031,,
1351,100,-3.791,,
1352,202,-1.615,,
1353,507,0.576,,
1354,621,1.759,,
1355,549,1.882,,
1356,392,1.228,,
1357,210,0.019,,
1358,112,-1.019,,
1359,37,-1.956,,
1360,6,-3.289,,
1361,0,-4.263,,
1362,0,-4.703,,
1363,0,-5.353,,
1364,0,-5.813,,
1365,0,-6.19,,
1366,0,-5.957,,
1367,0,-5.915,,
1368,0,-6.22,,
1369,0,-6.872,,
1370,0,-7.596,,
1371,0,-8.019,,
1372,0,-7.718,,
1373,1,-7.413,,
1374,26,-5.833,,
1375,105,-4.292,,
1376,376,-2.889,,
1377,573,-2.129,,
1378,677,-1.724,,
1379,623,-1.748,,
1380,599,-1.961,,
1381,492,-2.474,,
1382,317,-3.325,,
1383,142,-4.542,,
1384,16,-6.365,,
1385,0,-7.853,,
1386,0,-8.341,,
1387,0,-8.69,,
1388,0,-8.876,,
1389,0,-9.223,,
1390,0,-9.867,,
1391,0,-11.067,,
1392,0,-12.306,,
1393,0,-13.394,,
1394,0,-14.204,,
1395,0,-14.889,,
1396,0,-15.511,,
1397,40,-15.727,,
1398,372,-11.799,,
1399,660,-5.798,,
1400,901,-2.212,,
1401,1073,-0.266,,
1402,1161,1.058,,
1403,1158,1.889,,
1404,1068,2.105,,
1405,896,1.732,,
1406,634,0.789,,
1407,326,-0.723,,
1408,64,-3.62,,
1409,0,-5.824,,
1410,0,-6.57,,
1411,0,-7.4,,
1412,0,-8.487,,
1413,0,-9.236,,
1414,0,-9.736,,
1415,0,-10.136,,
1416,0,-10.65,,
1417,0,-11.128,,
1418,0,-11.516,,
1419,0,-12.018,,
1420,0,-12.592,,
1421,37,-12.824,,
1422,357,-8.494,,
1423,645,-2.829,,
1424,885,1.674,,
1425,1051,4.049,,
1426,1135,5.237,,
1427,1134,6.068,,
1428,1046,6.294,,
1429,879,5.714,,
1430,622,4.409,,
1431,275,2.48,,
1432,32,-0.654,,
1433,0,-2.228,,
1434,0,-2.897,,
1435,0,-3.487,,
1436,0,-3.741,,
1437,0,-3.979,,
1438,0,-4.222,,
1439,0,-4.715,,
1440,0,-5.087,,
1441,0,-5.258,,
1442,0,-5.474,,
1443,0,-5.534,,
1444,0,-5.331,,
1445,30,-4.824,,
1446,293,-2.478,,
1447,487,0.594,,
1448,598,2.775,,
1449,555,3.678,,
1450,308,3.636,,
1451,202,3.367,,
1452,209,3.101,,
1453,337,2.933,,
1454,351,2.408,,
1455,261,1.227,,
1456,55,-1.637,,
1457,0,-4,,
1458,0,-4.508,,
1459,0,-5.078,,
1460,0,-5.491,,
1461,0,-5.838,,
1462,0,-6.112,,
1463,0,-6.348,,
1464,0,-6.616,,
1465,0,-7.003,,
1466,0,-7.475,,
1467,0,-7.898,,
1468,0,-8.219,,
1469,38,-8.084,,
1470,340,-5.268,,
1471,621,-1.462,,
1472,856,0.976,,
1473,1024,2.646,,
1474,1106,3.759,,
1475,1089,4.075,,
1476,967,3.829,,
1477,762,3.165,,
1478,507,2.171,,
1479,228,0.741,,
1480,35,-1.362,,
1481,0,-3,,
1482,0,-3.366,,
1483,0,-3.709,,
1484,0,-3.987,,
1485,0,-4.26,,
1486,0,-4.593,,
1487,0,-4.888,,
1488,0,-5.191,,
1489,0,-5.296,,
1490,0,-5.617,,
1491,0,-6.142,,
1492,0,-6.776,,
1493,28,-6.98,,
1494,285,-4.463,,
1495,560,-1.751,,
1496,741,-0.085,,
1497,941,1.261,,
1498,999,2.039,,
1499,980,2.331,,
1500,887,2.256,,
1501,684,1.749,,
1502,443,0.941,,
1503,193,-0.261,,
1504,30,-2.276,,
1505,0,-3.976,,
1506,0,-4.394,,
1507,0,-4.674,,
1508,0,-4.986,,
1509,0,-5.278,,
1510,0,-5.607,,
1511,0,-6.049,,
1512,0,-6.768,,
1513,0,-7.513,,
1514,0,-8.057,,
1515,0,-8.387,,
1516,0,-8.409,,
1517,41,-8.108,,
1518,343,-5.314,,
1519,628,-1.654,,
1520,862,0.503,,
1521,1032,2.238,,
1522,1112,3.323,,
1523,1105,3.721,,
1524,986,3.628,,
1525,804,3.197,,
1526,548,2.352,,
1527,274,0.99,,
1528,47,-1.27,,
1529,0,-3.593,,
1530,0,-4.157,,
1531,0,-4.612,,
1532,0,-5.121,,
1533,0,-5.728,,
1534,0,-6.486,,
1535,0,-7.054,,
1536,0,-7.563,,
1537,0,-8.073,,
1538,0,-8.518,,
1539,0,-8.879,,
1540,0,-9.132,,
1541,50,-8.798,,
1542,368,-5,,
1543,652,-0.858,,
1544,888,1.501,,
1545,1054,3.027,,
1546,1140,3.848,,
1547,1139,3.979,,
1548,1053,3.713,,
1549,886,3.103,,
1550,640,2.117,,
1551,359,0.689,,
1552,86,-2.062,,
1553,0,-4.62,,
1554,0,-5.207,,
1555,0,-5.752,,
1556,0,-6.393,,
1557,0,-6.966,,
1558,0,-7.345,,
1559,0,-7.79,,
1560,0,-8.171,,
1561,0,-8.437,,
1562,0,-8.52,,
1563,0,-8.498,,
1564,0,-8.444,,
1565,47,-8.117,,
1566,349,-4.873,,
1567,629,-1.147,,
1568,846,1.028,,
1569,1012,2.704,,
1570,1098,3.785,,
1571,1087,4.177,,
1572,995,3.995,,
1573,801,3.443,,
1574,540,2.563,,
1575,261,1.123,,
1576,48,-1.329,,
1577,0,-3.718,,
1578,0,-4.245,,
1579,0,-4.512,,
1580,0,-4.965,,
1581,0,-5.455,,
1582,0,-5.833,,
1583,0,-6.113,,
1584,0,-6.389,,
1585,0,-6.633,,
1586,0,-6.791,,
1587,0,-6.86,,
1588,0,-6.944,,
1589,41,-6.811,,
1590,327,-3.587,,
1591,608,0.161,,
1592,844,2.389,,
1593,1011,3.867,,
1594,1092,4.729,,
1595,1056,4.786,,
1596,940,4.495,,
1597,764,3.869,,
1598,508,2.755,,
1599,255,1.283,,
1600,50,-1.129,,
1601,0,-3.361,,
1602,0,-3.891,,
1603,0,-4.3,,
1604,0,-4.755,,
1605,0,-5.239,,
1606,0,-5.699,,
1607,0,-5.953,,
1608,0,-5.991,,
1609,0,-6.029,,
1610,0,-6.095,,
1611,0,-6.089,,
1612,0,-6.168,,
1613,43,-5.996,,
1614,325,-2.985,,
1615,604,0.61,,
1616,827,2.817,,
1617,990,4.312,,
1618,1061,5.381,,
1619,1054,5.848,,
1620,972,5.818,,
1621,793,5.276,,
1622,570,4.367,,
1623,305,2.951,,
1624,64,0.158,,
1625,0,-2.074,,
1626,0,-2.662,,
1627,0,-3.287,,
1628,0,-3.926,,
1629,0,-4.432,,
1630,0,-4.787,,
1631,0,-5.186,,
1632,0,-5.576,,
1633,0,-5.898,,
1634,0,-6.113,,
1635,0,-6.25,,
1636,0,-6.38,,
1637,52,-6.031,,
1638,354,-2.443,,
1639,637,1.593,,
1640,873,4.439,,
1641,1040,6.035,,
1642,1125,7.053,,
1643,1108,7.501,,
1644,1021,7.34,,
1645,849,6.631,,
1646,608,5.478,,
1647,334,3.882,,
1648,78,0.846,,
1649,0,-1.847,,
1650,0,-2.243,,
1651,0,-2.788,,
1652,0,-3.399,,
1653,0,-3.85,,
1654,0,-3.973,,
1655,0,-4.013,,
1656,0,-4.207,,
1657,0,-4.4,,
1658,0,-4.557,,
1659,0,-4.848,,
1660,0,-4.995,,
1661,55,-4.536,,
1662,356,-1.116,,
1663,641,2.77,,
1664,880,5.158,,
1665,1049,6.791,,
1666,1137,8.093,,
1667,1131,8.853,,
1668,1044,8.891,,
1669,879,8.289,,
1670,648,7.294,,
1671,371,5.741,,
1672,89,2.26,,
1673,0,-0.325,,
1674,0,-0.403,,
1675,0,-0.66,,
1676,0,-1.518,,
1677,0,-2.009,,
1678,0,-1.896,,
1679,0,-1.837,,
1680,0,-1.82,,
1681,0,-2.098,,
1682,0,-2.027,,
1683,0,-1.745,,
1684,0,-1.664,,
1685,49,-1.301,,
1686,333,1.592,,
1687,612,5.082,,
1688,846,7.104,,
1689,1015,8.5,,
1690,1103,9.483,,
1691,1101,9.951,,
1692,1019,9.917,,
1693,860,9.498,,
1694,634,8.572,,
1695,362,6.907,,
1696,86,3.4,,
1697,0,0.912,,
1698,0,0.383,,
1699,0,-0.548,,
1700,0,-1.071,,
1701,0,-1.186,,
1702,0,-1.023,,
1703,0,-0.909,,
1704,0,-0.875,,
1705,0,-0.962,,
1706,0,-1.23,,
1707,0,-1.178,,
1708,0,-1.153,,
1709,45,-0.708,,
1710,311,2.49,,
1711,577,5.562,,
1712,803,7.583,,
1713,993,9.156,,
1714,1089,10.106,,
1715,1045,10.25,,
1716,924,9.955,,
1717,824,9.471,,
1718,610,8.535,,
1719,343,6.967,,
1720,78,3.938,,
1721,0,1.011,,
1722,0,0.631,,
1723,0,0.243,,
1724,0,-0.354,,
1725,0,-0.813,,
1726,0,-1.135,,
1727,0,-1.35,,
1728,0,-1.481,,
1729,0,-1.159,,
1730,0,-1.112,,
1731,0,-1.238,,
1732,0,-1.422,,
1733,18,-1.585,,
1734,262,0.948,,
1735,562,3.984,,
1736,776,5.937,,
1737,878,7.222,,
1738,947,7.912,,
1739,994,8.282,,
1740,919,8.166,,
1741,753,7.587,,
1742,545,6.673,,
1743,270,5.344,,
1744,47,3.028,,
1745,0,0.153,,
1746,0,-0.347,,
1747,0,-0.438,,
1748,0,-0.547,,
1749,0,-0.861,,
1750,0,-1.215,,
1751,0,-1.621,,
1752,0,-2.067,,
1753,0,-2.549,,
1754,0,-2.927,,
1755,0,-3.279,,
1756,0,-3.62,,
1757,44,-3.35,,
1758,313,-0.631,,
1759,602,1.895,,
1760,839,3.878,,
1761,1011,5.528,,
1762,1101,6.681,,
1763,1100,7.228,,
1764,1004,7.259,,
1765,817,6.794,,
1766,590,6.014,,
1767,317,4.711,,
1768,72,2.186,,
1769,0,-0.61,,
1770,0,-0.833,,
1771,0,-1.232,,
1772,0,-1.626,,
1773,0,-1.761,,
1774,0,-1.573,,
1775,0,-1.403,,
1776,0,-1.333,,
1777,0,-1.359,,
1778,0,-1.464,,
1779,0,-1.595,,
1780,0,-1.771,,
1781,44,-1.504,,
1782,309,1.125,,
1783,588,4.346,,
1784,815,6.123,,
1785,970,7.355,,
1786,986,8.04,,
1787,762,7.72,,
1788,470,6.787,,
1789,256,5.828,,
1790,148,4.915,,
1791,79,3.828,,
1792,15,1.885,,
1793,0,0.027,,
1794,0,-0.531,,
1795,0,-1.348,,
1796,0,-2.037,,
1797,0,-2.303,,
1798,0,-2.418,,
1799,0,-2.515,,
1800,0,-2.191,,
1801,0,-2.094,,
1802,0,-2.145,,
1803,0,-2.288,,
1804,0,-2.359,,
1805,3,-2.11,,
1806,33,-0.684,,
1807,147,1.357,,
1808,119,2.046,,
1809,63,1.939,,
1810,69,1.939,,
1811,138,2.519,,
1812,305,3.62,,
1813,396,4.052,,
1814,295,3.484,,
1815,128,2.128,,
1816,14,0.203,,
1817,0,-1.961,,
1818,0,-2.462,,
1819,0,-2.873,,
1820,0,-3.195,,
1821,0,-3.542,,
1822,0,-3.714,,
1823,0,-3.943,,
1824,0,-4.252,,
1825,0,-4.4,,
1826,0,-4.419,,
1827,0,-4.536,,
1828,0,-4.589,,
1829,34,-4.165,,
1830,235,-1.231,,
1831,414,1.76,,
1832,590,3.585,,
1833,786,4.945,,
1834,966,5.718,,
1835,965,5.647,,
1836,798,5.236,,
1837,638,4.735,,
1838,427,3.839,,
1839,211,2.459,,
1840,30,0.262,,
1841,0,-2.262,,
1842,0,-2.707,,
1843,0,-2.948,,
1844,0,-3.123,,
1845,0,-3.567,,
1846,0,-4.124,,
1847,0,-4.66,,
1848,0,-5.035,,
1849,0,-5.341,,
1850,0,-5.284,,
1851,0,-5.08,,
1852,0,-4.843,,
1853,35,-4.214,,
1854,251,-1.371,,
1855,489,1.052,,
1856,677,2.599,,
1857,778,3.784,,
1858,801,4.48,,
1859,719,4.584,,
1860,618,4.352,,
1861,451,3.813,,
1862,172,2.819,,
1863,70,1.753,,
1864,11,0.101,,
1865,0,-1.935,,
1866,0,-2.565,,
1867,0,-3.038,,
1868,0,-3.515,,
1869,0,-4.039,,
1870,0,-4.71,,
1871,0,-5.357,,
1872,0,-6.069,,
1873,0,-6.759,,
1874,0,-7.143,,
1875,0,-7.364,,
1876,0,-7.541,,
1877,54,-6.757,,
1878,324,-2.588,,
1879,602,1.243,,
1880,835,2.825,,
1881,1003,4.12,,
1882,1085,5.097,,
1883,1038,5.522,,
1884,926,5.629,,
1885,733,5.359,,
1886,493,4.704,,
1887,216,3.545,,
1888,36,1.428,,
1889,0,-1.2,,
1890,0,-1.783,,
1891,0,-2.115,,
1892,0,-2.473,,
1893,0,-2.743,,
1894,0,-2.98,,
1895,0,-3.199,,
1896,0,-3.601,,
1897,0,-4.228,,
1898,0,-4.697,,
1899,0,-5.202,,
1900,0,-5.515,,
1901,46,-4.961,,
1902,307,-1.375,,
1903,591,2.066,,
1904,823,3.798,,
1905,991,5.176,,
1906,1049,5.941,,
1907,991,6.213,,
1908,925,6.346,,
1909,740,6.084,,
1910,472,5.289,,
1911,228,4.022,,
1912,40,1.824,,
1913,0,-0.986,,
1914,0,-1.682,,
1915,0,-1.773,,
1916,0,-1.989,,
1917,0,-2.226,,
1918,0,-2.514,,
1919,0,-3.101,,
1920,0,-3.765,,
1921,0,-4.399,,
1922,0,-4.896,,
1923,0,-5.334,,
1924,0,-5.409,,
1925,41,-4.654,,
1926,286,-0.998,,
1927,566,2.298,,
1928,804,4.123,,
1929,975,5.565,,
1930,1064,6.639,,
1931,1027,7.098,,
1932,878,7.165,,
1933,656,6.898,,
1934,465,6.277,,
1935,239,5.09,,
1936,60,2.414,,
1937,0,-0.746,,
1938,0,-0.889,,
1939,0,-1.017,,
1940,0,-1.581,,
1941,0,-2.334,,
1942,0,-2.784,,
1943,0,-2.855,,
1944,0,-2.831,,
1945,0,-2.917,,
1946,0,-2.989,,
1947,0,-3.049,,
1948,0,-2.984,,
1949,49,-2.361,,
1950,306,0.692,,
1951,581,3.768,,
1952,777,5.717,,
1953,935,7.009,,
1954,1015,7.913,,
1955,947,7.976,,
1956,822,7.6,,
1957,611,6.927,,
1958,337,5.862,,
1959,121,4.42,,
1960,19,2.092,,
1961,0,0.129,,
1962,0,-0.653,,
1963,0,-1.492,,
1964,0,-2.072,,
1965,0,-2.567,,
1966,0,-2.807,,
1967,0,-3.012,,
1968,0,-3.143,,
1969,0,-3.212,,
1970,0,-3.236,,
1971,0,-3.275,,
1972,0,-3.292,,
1973,39,-2.629,,
1974,274,0.493,,
1975,547,3.731,,
1976,780,5.877,,
1977,944,7.373,,
1978,1025,8.257,,
1979,920,8.242,,
1980,744,7.891,,
1981,565,7.236,,
1982,314,6.117,,
1983,123,4.68,,
1984,18,2.427,,
1985,0,0.387,,
1986,0,-0.178,,
1987,0,-0.835,,
1988,0,-1.53,,
1989,0,-2.099,,
1990,0,-2.46,,
1991,0,-2.67,,
1992,0,-2.906,,
1993,0,-3.167,,
1994,0,-3.293,,
1995,0,-3.536,,
1996,0,-3.867,,
1997,35,-3.396,,
1998,251,0.131,,
1999,416,2.866,,
2000,527,4.289,,
2001,816,5.922,,
2002,895,6.559,,
2003,675,5.9,,
2004,422,5.031,,
2005,298,4.374,,
2006,156,3.473,,
2007,53,2.288,,
2008,7,0.773,,
2009,0,-0.78,,
2010,0,-1.288,,
2011,0,-1.765,,
2012,0,-2.437,,
2013,0,-3.005,,
2014,0,-3.41,,
2015,0,-3.577,,
2016,0,-3.614,,
2017,0,-3.581,,
2018,0,-3.574,,
2019,0,-3.556,,
2020,0,-3.483,,
2021,8,-2.632,,
2022,56,-0.345,,
2023,133,1.591,,
2024,210,2.818,,
2025,372,4.119,,
2026,546,5.364,,
2027,668,6.293,,
2028,650,6.785,,
2029,582,6.966,,
2030,462,6.828,,
2031,185,5.895,,
2032,36,3.822,,
2033,0,0.6,,
2034,0,-0.33,,
2035,0,-1.404,,
2036,0,-2.63,,
2037,0,-3.389,,
2038,0,-3.462,,
2039,0,-3.29,,
2040,0,-3.142,,
2041,0,-3.243,,
2042,0,-3.663,,
2043,0,-3.762,,
2044,0,-3.868,,
2045,55,-2.955,,
2046,316,1.251,,
2047,593,5.723,,
2048,827,8.585,,
2049,992,9.806,,
2050,1076,10.647,,
2051,1079,11.233,,
2052,980,11.203,,
2053,804,10.563,,
2054,550,9.449,,
2055,283,7.907,,
2056,67,5.383,,
2057,0,2.37,,
2058,0,2.241,,
2059,0,1.777,,
2060,0,1.108,,
2061,0,0.513,,
2062,0,0.128,,
2063,0,0.047,,
2064,0,0.026,,
2065,0,-0.058,,
2066,0,-0.116,,
2067,0,-0.325,,
2068,0,-0.554,,
2069,39,-0.049,,
2070,262,2.786,,
2071,539,5.915,,
2072,762,8.352,,
2073,915,9.997,,
2074,977,11.027,,
2075,881,11.078,,
2076,729,10.498,,
2077,494,9.493,,
2078,250,8.423,,
2079,93,7.258,,
2080,16,5.292,,
2081,0,3.246,,
2082,0,2.855,,
2083,0,2.555,,
2084,0,2.09,,
2085,0,1.496,,
2086,0,1.028,,
2087,0,0.648,,
2088,0,0.336,,
2089,0,0.123,,
2090,0,-0.012,,
2091,0,-0.136,,
2092,0,-0.115,,
2093,25,0.595,,
2094,194,3.097,,
2095,423,5.685,,
2096,630,7.548,,
2097,768,8.922,,
2098,835,9.656,,
2099,742,9.686,,
2100,523,9.17,,
2101,321,8.272,,
2102,158,7.126,,
2103,58,5.906,,
2104,6,4.365,,
2105,0,2.917,,
2106,0,2.691,,
2107,0,2.433,,
2108,0,1.993,,
2109,0,1.565,,
2110,0,1.348,,
2111,0,1.203,,
2112,0,1.03,,
2113,0,0.859,,
2114,0,0.641,,
2115,0,0.441,,
2116,0,0.204,,
2117,14,0.598,,
2118,113,2.692,,
2119,233,4.294,,
2120,308,5.682,,
2121,386,6.967,,
2122,333,7.53,,
2123,233,7.596,,
2124,164,7.387,,
2125,92,6.981,,
2126,51,6.447,,
2127,17,5.505,,
2128,3,4.341,,
2129,0,3.098,,
2130,0,2.834,,
2131,0,2.773,,
2132,0,2.498,,
2133,0,1.836,,
2134,0,0.912,,
2135,0,0.126,,
2136,0,-0.424,,
2137,0,-0.789,,
2138,0,-0.851,,
2139,0,-0.935,,
2140,0,-1.101,,
2141,9,-0.595,,
2142,112,1.638,,
2143,364,3.698,,
2144,654,5.333,,
2145,820,6.658,,
2146,890,7.465,,
2147,841,7.685,,
2148,635,7.377,,
2149,383,6.731,,
2150,164,5.755,,
2151,67,4.555,,
2152,7,2.951,,
2153,0,1.324,,
2154,0,0.9,,
2155,0,0.727,,
2156,0,0.478,,
2157,0,-0.07,,
2158,0,-0.401,,
2159,0,-0.729,,
2160,0,-0.975,,
2161,0,-1.558,,
2162,0,-2.055,,
2163,0,-2.371,,
2164,0,-2.475,,
2165,38,-1.379,,
2166,260,1.95,,
2167,506,4.139,,
2168,699,5.552,,
2169,728,6.357,,
2170,595,6.491,,
2171,300,5.968,,
2172,132,5.244,,
2173,60,4.573,,
2174,42,4.183,,
2175,23,3.72,,
2176,7,2.656,,
2177,0,0.751,,
2178,0,0.206,,
2179,0,-0.123,,
2180,0,-0.505,,
2181,0,-1.011,,
2182,0,-1.404,,
2183,0,-1.6,,
2184,0,-1.744,,
2185,0,-1.787,,
2186,0,-1.771,,
2187,0,-1.867,,
2188,0,-2.155,,
2189,37,-1.503,,
2190,243,1.758,,
2191,495,4.716,,
2192,702,6.652,,
2193,822,7.901,,
2194,784,8.365,,
2195,517,8.098,,
2196,320,7.675,,
2197,184,7.242,,
2198,176,6.979,,
2199,124,5.984,,
2200,21,4.091,,
2201,0,1.873,,
2202,0,1.575,,
2203,0,1.395,,
2204,0,0.953,,
2205,0,0.413,,
2206,0,-0.175,,
2207,0,-0.613,,
2208,0,-0.834,,
2209,0,-0.983,,
2210,0,-0.889,,
2211,0,-0.945,,
2212,0,-0.96,,
2213,31,-0.017,,
2214,227,3.077,,
2215,460,5.768,,
2216,648,7.59,,
2217,759,8.976,,
2218,766,9.648,,
2219,637,9.588,,
2220,468,9.073,,
2221,261,8.243,,
2222,99,7.122,,
2223,28,5.836,,
2224,5,4.371,,
2225,0,2.746,,
2226,0,2.455,,
2227,0,2.377,,
2228,0,2.238,,
2229,0,1.899,,
2230,0,1.67,,
2231,0,1.603,,
2232,0,1.397,,
2233,0,1.169,,
2234,0,0.938,,
2235,0,0.764,,
2236,0,0.519,,
2237,22,1.082,,
2238,194,3.971,,
2239,405,6.575,,
2240,573,8.204,,
2241,632,9.381,,
2242,636,10.027,,
2243,504,10.095,,
2244,391,9.812,,
2245,274,9.236,,
2246,161,8.313,,
2247,65,6.946,,
2248,11,4.909,,
2249,0,2.92,,
2250,0,2.8,,
2251,0,2.721,,
2252,0,2.502,,
2253,0,2.192,,
2254,0,1.797,,
2255,0,1.551,,
2256,0,1.425,,
2257,0,1.319,,
2258,0,1.219,,
2259,0,1.133,,
2260,0,0.93,,
2261,4,1.315,,
2262,59,3.444,,
2263,168,4.863,,
2264,302,6.041,,
2265,411,7.13,,
2266,535,7.925,,
2267,526,8.236,,
2268,378,7.992,,
2269,210,7.354,,
2270,100,6.37,,
2271,21,5.122,,
2272,4,3.941,,
2273,0,2.781,,
2274,0,2.496,,
2275,0,2.324,,
2276,0,1.981,,
2277,0,1.33,,
2278,0,0.512,,
2279,0,-0.247,,
2280,0,-0.983,,
2281,0,-1.444,,
2282,0,-1.624,,
2283,0,-1.545,,
2284,0,-1.519,,
2285,15,-1.023,,
2286,166,1.842,,
2287,358,3.989,,
2288,537,5.246,,
2289,570,6.063,,
2290,553,6.418,,
2291,487,6.47,,
2292,393,6.25,,
2293,255,5.891,,
2294,158,5.393,,
2295,60,4.567,,
2296,11,3.397,,
2297,0,1.559,,
2298,0,1.141,,
2299,0,0.911,,
2300,0,0.562,,
2301,0,0.125,,
2302,0,-0.229,,
2303,0,-0.476,,
2304,0,-0.717,,
2305,0,-0.764,,
2306,0,-1.036,,
2307,0,-1.461,,
2308,0,-1.912,,
2309,30,-0.896,,
2310,214,2.648,,
2311,474,5.435,,
2312,704,7.384,,
2313,848,8.661,,
2314,861,9.196,,
2315,784,9.325,,
2316,681,9.229,,
2317,504,8.739,,
2318,309,7.858,,
2319,119,6.551,,
2320,19,4.902,,
2321,0,2.742,,
2322,0,2.438,,
2323,0,2.25,,
2324,0,2.202,,
2325,0,1.964,,
2326,0,1.413,,
2327,0,0.899,,
2328,0,0.412,,
2329,0,-0.109,,
2330,0,-0.665,,
2331,0,-1.227,,
2332,0,-1.642,,
2333,22,-0.794,,
2334,217,1.848,,
2335,477,4.193,,
2336,695,6.201,,
2337,802,7.482,,
2338,791,7.85,,
2339,535,7.363,,
2340,346,6.812,,
2341,142,5.856,,
2342,40,4.832,,
2343,13,4.043,,
2344,2,3.247,,
2345,0,2.293,,
2346,0,1.886,,
2347,0,1.669,,
2348,0,1.413,,
2349,0,1.067,,
2350,0,0.784,,
2351,0,0.492,,
2352,0,0.26,,
2353,0,0.095,,
2354,0,0.058,,
2355,0,0.207,,
2356,0,0.158,,
2357,15,1.089,,
2358,138,4.272,,
2359,339,6.702,,
2360,601,8.6,,
2361,852,10.186,,
2362,966,11.255,,
2363,963,11.766,,
2364,869,11.745,,
2365,662,11.235,,
2366,408,10.303,,
2367,207,9.053,,
2368,47,6.919,,
2369,0,3.785,,
2370,0,2.863,,
2371,0,2.759,,
2372,0,2.177,,
2373,0,1.583,,
2374,0,1.51,,
2375,0,1.639,,
2376,0,1.616,,
2377,0,1.556,,
2378,0,1.242,,
2379,0,0.805,,
2380,0,0.425,,
2381,38,1.47,,
2382,254,5.024,,
2383,496,8.083,,
2384,707,10.003,,
2385,848,11.095,,
2386,905,11.65,,
2387,789,11.47,,
2388,620,10.868,,
2389,356,9.876,,
2390,175,8.862,,
2391,63,7.707,,
2392,7,6.114,,
2393,0,4.418,,
2394,0,4.136,,
2395,0,4.033,,
2396,0,3.754,,
2397,0,3.603,,
2398,0,3.594,,
2399,0,3.562,,
2400,0,3.423,,
2401,0,3.127,,
2402,0,2.775,,
2403,0,2.545,,
2404,0,2.274,,
2405,27,3.304,,
2406,220,6.507,,
2407,452,9.127,,
2408,662,10.821,,
2409,803,11.991,,
2410,815,12.555,,
2411,799,12.694,,
2412,562,12.041,,
2413,431,11.284,,
2414,249,10.38,,
2415,103,9.183,,
2416,14,7.5,,
2417,0,5.639,,
2418,0,5.16,,
2419,0,5.11,,
2420,0,4.933,,
2421,0,4.568,,
2422,0,4.171,,
2423,0,3.844,,
2424,0,3.483,,
2425,0,3.294,,
2426,0,3.114,,
2427,0,2.927,,
2428,0,2.628,,
2429,25,3.702,,
2430,196,6.613,,
2431,369,8.463,,
2432,555,9.906,,
2433,656,11.03,,
2434,640,11.492,,
2435,551,11.486,,
2436,475,11.344,,
2437,317,10.873,,
2438,131,9.776,,
2439,34,8.389,,
2440,4,7.102,,
2441,0,5.889,,
2442,0,5.394,,
2443,0,5.306,,
2444,0,5.16,,
2445,0,4.989,,
2446,0,4.85,,
2447,0,4.689,,
2448,0,4.441,,
2449,0,4.131,,
2450,0,3.671,,
2451,0,3.354,,
2452,0,3.083,,
2453,12,4.007,,
2454,154,6.16,,
2455,336,8.125,,
2456,541,9.894,,
2457,596,10.848,,
2458,467,10.825,,
2459,378,10.625,,
2460,300,10.322,,
2461,158,9.697,,
2462,73,8.866,,
2463,21,7.869,,
2464,3,6.82,,
2465,0,5.446,,
2466,0,4.912,,
2467,0,4.707,,
2468,0,4.659,,
2469,0,4.327,,
2470,0,3.765,,
2471,0,3.094,,
2472,0,2.796,,
2473,0,2.65,,
2474,0,2.396,,
2475,0,2.158,,
2476,0,1.938,,
2477,25,3.159,,
