hour_of_year,insolation,temperature,rainfall,wind_speed,wind_direction,humidity
1923,0,21.3,19443,31,203,32
1924,0,26.3,19444,98,315,17
1925,0,26.3,19445,72,315,17
1926,206,24.1,19446,46,315,24
1927,516,24.6,19447,51,293,22
1928,728,28,19448,41,293,22
1929,836,31.3,19449,57,293,13
1930,795,32.4,19450,72,293,10
1931,799,33.5,19451,108,315,13
1932,798,34.6,19452,82,293,10
1933,791,35.7,19453,93,315,10
1934,818,35.7,19454,82,315,11
1935,668,35.7,19455,77,293,10
1936,454,36.3,19456,67,270,11
1937,14,35.2,19457,77,315,15
1938,0,32.4,19458,46,293,15
1939,0,30.2,19459,26,270,18
1940,0,29.1,19460,26,270,27
1941,0,28,19461,36,293,31
1942,0,26.8,19462,41,338,38
1943,0,26.3,19463,26,315,42
1944,0,24.1,19464,31,203,40
1945,0,23.5,19465,46,203,46
1946,0,23,19466,31,203,53
1947,0,22.4,19467,31,203,57
1948,0,21.3,19468,31,203,66
1949,0,20.2,19469,15,203,75
1950,121,20.2,19470,31,203,70
1951,435,22.4,19471,26,203,64
1952,752,26.8,19472,41,225,38
1953,849,31.3,19473,51,225,24
1954,795,33.5,19474,46,248,15
1955,798,34.6,19475,41,248,16
1956,797,35.7,19476,51,293,12
1957,791,36.8,19477,51,293,12
1958,822,36.8,19478,82,270,12
1959,680,37.4,19479,67,315,13
1960,448,36.8,19480,62,293,13
1961,14,36.3,19481,72,315,13
1962,0,32.9,19482,46,315,18
1963,0,31.3,19483,31,338,23
1964,0,30.2,19484,41,338,26
1965,0,28.5,19485,36,360,23
1966,0,27.4,19486,21,315,24
1967,0,25.7,19487,21,270,36
1968,0,26.3,19488,41,248,36
1969,0,25.7,19489,21,270,41
1970,0,25.2,19490,26,315,42
1971,0,25.2,19491,26,338,47
1972,0,24.1,19492,36,338,45
1973,0,21.8,19493,21,360,51
1974,177,19.6,19494,15,248,59
1975,503,21.3,19495,10,248,47
1976,750,27.4,19496,15,45,35
1977,846,30.2,19497,0,357,28
1978,794,33.5,19498,46,225,23
1979,798,36.3,19499,31,225,16
1980,797,36.3,19500,57,225,16
1981,791,36.8,19501,51,293,14
1982,830,37.4,19502,72,293,14
1983,686,37.9,19503,67,293,14
1984,445,37.4,19504,51,293,14
1985,12,36.3,19505,51,270,16
1986,0,34.6,19506,31,270,19
1987,0,32.4,19507,0,166,21
1988,0,30.2,19508,0,268,26
1989,0,29.6,19509,15,293,28
1990,0,28,19510,21,293,33
1991,0,27.4,19511,21,293,35
1992,0,25.2,19512,36,225,39
1993,0,25.2,19513,21,248,39
1994,0,25.2,19514,21,315,40
1995,0,24.6,19515,15,248,43
1996,0,24.6,19516,21,248,42
1997,0,24.6,19517,15,248,42
1998,188,21.3,19518,15,225,55
1999,521,25.7,19519,31,225,49
2000,757,28.5,19520,36,225,37
2001,839,31.8,19521,57,203,31
2002,794,34.6,19522,51,225,23
2003,798,36.8,19523,67,225,17
2004,797,38.5,19524,57,293,14
2005,791,39.6,19525,72,315,14
2006,833,39.6,19526,93,293,14
2007,686,39.6,19527,46,270,13
2008,445,39.1,19528,57,270,13
2009,14,37.9,19529,41,293,11
2010,0,35.2,19530,26,315,15
2011,0,32.9,19531,31,338,22
2012,0,31.8,19532,36,360,23
2013,0,30.7,19533,46,23,24
2014,0,28.5,19534,26,135,40
2015,0,27.4,19535,15,180,54
2016,0,26.8,19536,15,203,56
2017,0,25.7,19537,21,338,64
2018,0,24.1,19538,31,23,71
2019,0,22.4,19539,31,45,64
2020,0,22.4,19540,46,45,61
2021,0,22.4,19541,41,68,61
2022,207,21.3,19542,36,45,73
2023,384,23,19543,41,45,73
2024,490,25.7,19544,51,68,72
2025,691,29.1,19545,15,68,63
2026,864,32.9,19546,21,68,47
2027,798,34.1,19547,26,90,46
2028,797,36.3,19548,31,360,33
2029,790,37.9,19549,67,23,26
2030,835,38.5,19550,26,45,27
2031,699,37.9,19551,31,23,26
2032,403,37.9,19552,21,338,28
2033,7,36.8,19553,15,293,23
2034,0,34.6,19554,0,130,24
2035,0,34.1,19555,21,113,26
2036,0,33.5,19556,31,113,28
2037,0,32.9,19557,31,113,30
2038,0,30.2,19558,31,180,42
2039,0,28,19559,46,225,51
2040,0,27.4,19560,36,23,51
2041,0,26.3,19561,41,45,47
2042,0,25.2,19562,36,45,56
2043,0,24.6,19563,36,45,62
2044,0,24.6,19564,41,45,67
2045,0,23.5,19565,36,23,74
2046,97,22.4,19566,41,45,76
2047,333,24.1,19567,36,23,74
2048,579,26.3,19568,15,113,67
2049,768,30.2,19569,10,113,57
2050,794,31.3,19570,21,113,53
2051,797,32.9,19571,21,68,52
2052,796,34.6,19572,36,113,43
2053,790,36.8,19573,36,68,44
2054,849,37.4,19574,0,131,32
2055,693,37.9,19575,36,68,32
2056,461,37.9,19576,15,203,28
2057,7,37.4,19577,21,158,30
2058,0,35.2,19578,15,135,28
2059,0,34.1,19579,10,135,33
2060,0,32.9,19580,26,113,37
2061,0,31.3,19581,41,113,45
2062,0,29.6,19582,31,158,53
2063,0,28.5,19583,51,158,59
2064,0,28,19584,31,158,67
2065,0,26.8,19585,46,158,82
2066,0,26.3,19586,31,135,82
2067,0,25.7,19587,31,113,88
2068,0,25.2,19588,31,90,90
2069,0,24.6,19589,31,113,94
2070,0,24.6,19590,15,135,91
2071,511,25.2,19591,36,113,74
2072,266,26.8,19592,26,135,80
2073,528,29.1,19593,15,180,72
2074,706,31.8,19594,31,180,62
2075,851,34.1,19595,21,270,49
2076,796,36.3,19596,31,270,40
2077,790,38.5,19597,15,225,29
2078,830,39.6,19598,15,270,25
2079,691,40.2,19599,36,315,16
2080,436,40.2,19600,46,293,16
2081,6,39.1,19601,41,270,19
2082,0,36.8,19602,21,293,24
2083,0,34.6,19603,26,315,29
2084,0,32.9,19604,51,158,37
2085,0,31.3,19605,67,135,47
2086,0,30.2,19606,36,135,57
2087,0,28.5,19607,26,158,63
2088,0,28,19608,31,135,72
2089,0,26.8,19609,31,135,77
2090,0,26.3,19610,41,135,76
2091,0,25.2,19611,36,158,84
2092,0,25.2,19612,31,158,84
2093,0,24.6,19613,26,135,88
2094,0,24.1,19614,46,158,90
2095,77,25.2,19615,31,203,88
2096,436,28,19616,46,203,72
2097,649,30.2,19617,46,225,65
2098,860,33.5,19618,31,225,47
2099,797,36.3,19619,21,293,38
2100,796,37.9,19620,31,293,30
2101,790,39.1,19621,46,248,18
2102,824,39.6,19622,67,270,17
2103,692,39.6,19623,31,270,18
2104,453,39.6,19624,36,270,15
2105,9,38.5,19625,51,293,16
2106,0,36.3,19626,21,293,18
2107,0,34.1,19627,15,270,26
2108,0,33.5,19628,0,230,27
2109,0,30.7,19629,51,135,52
2110,0,30.7,19630,41,135,57
2111,0,29.6,19631,21,113,63
2112,0,28.5,19632,51,135,65
2113,0,26.8,19633,57,135,74
2114,0,26.3,19634,41,135,82
2115,0,25.7,19635,31,135,79
2116,0,24.6,19636,41,113,84
2117,0,24.6,19637,41,135,88
2118,30,24.1,19638,41,135,84
2119,225,25.2,19639,46,135,79
2120,576,27.4,19640,51,225,67
2121,688,29.1,19641,51,225,63
2122,863,32.9,19642,41,225,43
2123,797,35.2,19643,21,225,36
2124,796,37.4,19644,15,248,28
2125,789,39.1,19645,31,68,26
2126,829,39.6,19646,31,45,25
2127,690,40.7,19647,46,270,16
2128,434,40.2,19648,0,245,17
2129,7,39.6,19649,15,225,18
2130,0,37.9,19650,26,68,20
2131,0,33.5,19651,31,113,34
2132,0,31.8,19652,51,135,62
2133,0,30.2,19653,57,135,63
2134,0,28.5,19654,82,135,77
2135,0,27.4,19655,82,135,79
2136,0,26.8,19656,57,135,82
2137,0,26.3,19657,51,158,82
2138,0,25.2,19658,21,113,90
2139,0,24.6,19659,15,113,94
2140,0,24.6,19660,41,113,94
2141,0,24.1,19661,21,113,96
2142,0,24.1,19662,36,135,96
2143,454,24.6,19663,31,135,97
2144,620,25.7,19664,51,158,88
2145,377,28,19665,46,135,77
2146,620,30.2,19666,41,135,65
2147,840,32.9,19667,46,135,52
2148,795,34.6,19668,51,135,49
2149,789,35.7,19669,36,135,46
2150,851,36.8,19670,26,135,41
2151,686,37.9,19671,41,158,36
2152,481,37.9,19672,31,113,34
2153,4,37.4,19673,46,113,32
2154,0,32,19674,63,140,59
2155,0,30.2,19675,72,140,69
2156,0,28.8,19676,67,135,76
2157,0,27.9,19677,42,125,77
2158,0,27.3,19678,29,164,77
2159,0,26.7,19679,13,187,77
2160,0,26.1,19680,2,178,78
2161,0,25.4,19681,4,204,80
2162,0,24.6,19682,6,180,83
2163,0,23.9,19683,8,191,86
2164,0,23.8,19684,8,221,86
2165,0,24.5,19685,7,226,84
2166,254,22.8,19686,10,270,90
2167,150,24.8,19687,7,194,83
2168,365,26.9,19688,3,218,76
2169,748,28.9,19689,0,189,70
2170,761,31.3,19690,7,143,61
2171,832,33.7,19691,14,255,53
2172,795,36.1,19692,21,200,46
2173,789,35.5,19693,23,156,48
2174,834,34.9,19694,25,213,49
2175,662,34.3,19695,27,144,51
2176,433,33.7,19696,29,31,52
2177,0,33.1,19697,31,277,54
2178,0,32.5,19698,33,235,56
2179,0,31.7,19699,28,142,59
2180,0,30.9,19700,22,146,61
2181,0,30.1,19701,17,77,64
2182,0,29.4,19702,11,127,67
2183,0,28.6,19703,6,157,71
2184,0,27.8,19704,0,280,74
2185,0,27.1,19705,2,224,76
2186,0,26.5,19706,3,157,77
2187,0,25.8,19707,5,36,79
2188,0,25.2,19708,7,245,81
2189,0,24.6,19709,8,201,83
2190,275,23.9,19710,10,180,84
2191,208,25.6,19711,7,198,79
2192,411,27.2,19712,3,174,74
2193,746,28.9,19713,0,249,70
2194,758,31.7,19714,0,152,61
2195,829,34.4,19715,0,75,53
2196,795,37.2,19716,0,145,47
2197,788,37.3,19717,0,325,42
2198,852,37.4,19718,0,146,37
2199,690,37.5,19719,0,249,33
2200,401,37.6,19720,0,62,29
2201,6,37.7,19721,0,168,26
2202,0,37.8,19722,0,70,23
2203,0,36.5,19723,2,51,27
2204,0,35.2,19724,3,117,32
2205,0,33.9,19725,5,340,39
2206,0,32.6,19726,7,94,46
2207,0,31.3,19727,8,262,55
2208,0,30,19728,10,180,65
2209,0,30,19729,12,223,63
2210,0,30,19730,14,138,60
2211,0,30,19731,15,305,58
2212,0,30,19732,17,135,56
2213,0,30,19733,19,21,54
2214,0,30,19734,21,320,51
2215,510,30.9,19735,23,141,52
2216,787,31.9,19736,24,19,53
2217,783,32.8,19737,26,320,54
2218,792,34.3,19738,29,22,52
2219,795,35.7,19739,33,36,51
2220,866,37.2,19740,36,320,50
2221,788,37.2,19741,34,211,49
2222,823,37.2,19742,31,253,49
2223,662,37.2,19743,28,23,48
2224,434,37.2,19744,26,65,48
2225,6,37.2,19745,24,300,47
2226,0,37.2,19746,21,320,47
2227,0,36,19747,19,9,47
2228,0,34.8,19748,17,27,48
2229,0,33.6,19749,15,130,49
2230,0,32.4,19750,14,152,50
2231,0,31.2,19751,12,188,51
2232,0,30,19752,10,270,51
2233,0,29.4,19753,10,78,52
2234,0,28.7,19754,10,229,52
2235,0,28.1,19755,10,91,53
2236,0,27.4,19756,10,55,53
2237,0,26.8,19757,10,144,54
2238,240,26.1,19758,10,320,54
2239,579,27.8,19759,14,121,52
2240,801,29.4,19760,17,159,50
2241,783,31.1,19761,21,270,48
2242,792,33.1,19762,29,147,47
2243,795,35.2,19763,38,161,45
2244,794,37.2,19764,46,290,44
2245,788,37,19765,42,153,44
2246,843,36.7,19766,38,126,44
2247,675,36.5,19767,33,186,44
2248,444,36.3,19768,29,57,43
2249,9,36,19769,25,274,43
2250,0,35.8,19770,21,80,43
2251,0,34.4,19771,18,59,44
2252,0,32.9,19772,14,60,46
2253,0,31.5,19773,10,253,47
2254,0,30.1,19774,7,277,48
2255,0,28.6,19775,3,197,49
2256,0,27.2,19776,0,116,51
2257,0,26.6,19777,0,319,52
2258,0,26.1,19778,0,205,53
2259,0,25.6,19779,0,218,54
2260,0,25,19780,0,207,55
2261,0,24.4,19781,0,97,56
2262,246,23.9,19782,0,197,57
2263,523,26.3,19783,0,199,54
2264,794,28.7,19784,0,296,51
2265,783,31.1,19785,0,61,48
2266,792,33.1,19786,9,85,48
2267,795,35.2,19787,17,44,47
2268,794,37.2,19788,26,270,47
2269,787,37.2,19789,25,145,46
2270,834,37.2,19790,24,342,46
2271,669,37.2,19791,23,166,45
2272,440,37.2,19792,23,212,45
2273,11,37.2,19793,22,59,44
2274,0,37.2,19794,21,320,44
2275,0,35.6,19795,22,187,46
2276,0,34.1,19796,23,87,48
2277,0,32.5,19797,23,166,50
2278,0,30.9,19798,24,19,53
2279,0,29.4,19799,25,125,56
2280,0,27.8,19800,26,320,58
2281,0,27.1,19801,22,276,59
2282,0,26.5,19802,17,311,59
2283,0,25.8,19803,13,122,60
2284,0,25.2,19804,9,43,61
2285,0,24.6,19805,4,219,61
2286,249,23.9,19806,0,189,62
2287,586,26.9,19807,7,358,59
2288,723,29.8,19808,14,235,56
2289,852,32.8,19809,21,270,54
2290,791,34.8,19810,14,344,50
2291,795,36.9,19811,7,3,46
2292,793,38.9,19812,0,335,43
2293,787,38.8,19813,0,33,41
2294,842,38.6,19814,0,256,40
2295,676,38.5,19815,0,180,39
2296,446,38.3,19816,0,280,38
2297,15,38.2,19817,0,167,37
2298,0,38.1,19818,0,64,36
2299,0,36.3,19819,0,246,37
2300,0,34.6,19820,0,232,38
2301,0,32.9,19821,0,302,39
2302,0,31.2,19822,0,124,40
2303,0,29.5,19823,0,339,41
2304,0,27.8,19824,0,16,42
2305,0,27.3,19825,3,256,44
2306,0,26.9,19826,7,127,46
2307,0,26.4,19827,10,224,48
2308,0,25.9,19828,14,169,50
2309,0,25.5,19829,18,228,52
2310,255,25,19830,21,270,54
2311,542,27.6,19831,17,52,50
2312,806,30.2,19832,14,131,47
2313,782,32.8,19833,10,270,44
2314,791,34.8,19834,14,128,42
2315,794,36.9,19835,17,176,41
2316,793,38.9,19836,21,250,40
2317,787,38.9,19837,21,47,40
2318,838,38.9,19838,21,114,41
2319,671,38.9,19839,21,239,41
2320,441,38.9,19840,21,188,42
2321,16,38.9,19841,21,248,42
2322,0,38.9,19842,21,270,43
2323,0,37.2,19843,18,239,44
2324,0,35.6,19844,14,308,45
2325,0,33.9,19845,10,293,47
2326,0,32.2,19846,7,92,48
2327,0,30.6,19847,3,88,50
2328,0,28.9,19848,0,83,51
2329,0,28.2,19849,0,276,53
2330,0,27.6,19850,0,45,54
2331,0,26.9,19851,0,95,56
2332,0,26.3,19852,0,2,58
2333,0,25.6,19853,0,121,60
2334,293,25,19854,0,271,62
2335,596,28,19855,9,309,58
2336,728,30.9,19856,17,5,55
2337,849,33.9,19857,26,320,52
2338,791,36.3,19858,26,174,49
2339,794,38.7,19859,26,295,46
2340,793,41.1,19860,26,200,43
2341,786,40.9,19861,27,156,44
2342,817,40.7,19862,29,226,46
2343,653,40.5,19863,30,9,47
2344,427,40.4,19864,31,32,48
2345,16,40.2,19865,33,216,49
2346,0,40,19866,34,263,50
2347,0,38.1,19867,32,224,53
2348,0,36.3,19868,30,78,55
2349,0,34.4,19869,28,163,58
2350,0,32.6,19870,25,254,61
2351,0,30.7,19871,23,234,64
2352,0,28.9,19872,21,180,67
2353,0,28.1,19873,18,191,71
2354,0,27.2,19874,14,166,74
2355,0,26.4,19875,10,254,78
2356,0,25.6,19876,7,274,82
2357,0,24.7,19877,3,328,86
2358,294,23.9,19878,0,38,90
2359,299,26.9,19879,3,5,76
2360,614,29.8,19880,7,73,64
2361,850,32.8,19881,10,270,54
2362,790,35.6,19882,14,72,46
2363,794,38.3,19883,17,180,40
2364,792,41.1,19884,21,340,34
2365,786,40.9,19885,21,13,37
2366,832,40.7,19886,21,163,39
2367,663,40.5,19887,21,302,42
2368,432,40.4,19888,21,16,44
2369,18,40.2,19889,21,221,47
2370,0,40,19890,21,181,50
2371,0,38.1,19891,18,265,55
2372,0,36.3,19892,14,118,60
2373,0,34.4,19893,11,198,65
2374,0,32.6,19894,7,58,71
2375,0,30.7,19895,4,209,78
2376,0,28.9,19896,0,40,85
2377,0,28.2,19897,0,299,85
2378,0,27.6,19898,0,145,86
2379,0,26.9,19899,0,62,86
2380,0,26.3,19900,0,223,87
2381,0,25.6,19901,0,100,87
2382,291,25,19902,0,267,88
2383,189,27,19903,3,353,81
2384,382,29.1,19904,7,137,75
2385,735,31.1,19905,10,90,70
2386,774,33.3,19906,10,293,59
2387,793,35.6,19907,10,206,50
2388,792,37.8,19908,10,140,42
2389,786,37.8,19909,10,237,42
2390,837,37.8,19910,10,8,42
2391,671,37.8,19911,10,254,42
2392,441,37.8,19912,10,118,41
2393,22,37.8,19913,10,32,41
2394,0,37.8,19914,10,90,41
2395,0,36.3,19915,13,215,44
2396,0,34.8,19916,15,207,48
2397,0,33.3,19917,18,269,52
2398,0,31.9,19918,21,34,57
2399,0,30.4,19919,23,250,62
2400,0,28.9,19920,26,180,67
2401,0,28.9,19921,25,265,65
2402,0,28.9,19922,24,121,63
2403,0,28.9,19923,23,74,61
2404,0,28.9,19924,23,80,59
2405,0,28.9,19925,22,211,57
2406,223,28.9,19926,21,230,55
2407,600,30,19927,23,181,49
2408,664,31.1,19928,24,115,43
2409,16,32.2,19929,26,270,38
2410,609,33.5,19930,40,327,30
2411,579,34.8,19931,53,21,24
2412,5,36.1,19932,67,270,19
2413,699,35.9,19933,56,178,20
2414,814,35.7,19934,45,190,21
2415,682,35.5,19935,33,143,22
2416,409,35.4,19936,22,147,23
2417,23,35.2,19937,11,358,24
2418,0,35,19938,0,53,25
2419,0,33.8,19939,4,312,28
2420,0,32.6,19940,9,94,31
2421,0,31.4,19941,13,16,35
2422,0,30.2,19942,17,311,39
2423,0,29,19943,22,96,44
2424,0,27.8,19944,26,140,49
2425,0,27.1,19945,22,252,52
2426,0,26.5,19946,17,280,55
2427,0,25.8,19947,13,104,58
2428,0,25.2,19948,9,293,61
2429,0,24.6,19949,4,192,65
2430,308,23.9,19950,0,78,69
2431,567,26.3,19951,7,351,57
2432,796,28.7,19952,14,289,48
2433,816,31.1,19953,21,270,40
2434,790,33.7,19954,21,266,31
2435,793,36.3,19955,21,335,23
2436,791,38.9,19956,21,340,18
2437,785,38.5,19957,12,130,18
2438,814,38.1,19958,2,39,19
2439,682,37.7,19959,0,160,19
2440,430,37.2,19960,0,156,20
2441,34,36.8,19961,0,223,21
2442,0,36.4,19962,0,307,21
2443,0,35,19963,0,82,23
2444,0,33.5,19964,0,123,26
2445,0,32.1,19965,0,248,28
2446,0,30.7,19966,0,73,31
2447,0,29.2,19967,0,13,34
2448,0,27.8,19968,0,322,38
2449,0,27.1,19969,0,0,41
2450,0,26.5,19970,0,40,44
2451,0,25.8,19971,0,149,47
2452,0,25.2,19972,0,131,50
2453,0,24.6,19973,0,288,54
2454,265,23.9,19974,0,153,57
2455,526,26.4,19975,0,294,46
2456,784,28.9,19976,0,54,36
2457,830,31.4,19977,0,163,29
2458,789,33.9,19978,0,246,23
2459,792,36.4,19979,0,30,18
2460,791,38.9,19980,0,330,15
2461,785,38.9,19981,0,123,15
2462,815,38.9,19982,0,280,16
2463,680,38.9,19983,0,222,17
2464,430,38.9,19984,0,234,18
2465,27,38.9,19985,0,203,19
2466,0,38.9,19986,0,149,20
2467,0,37.6,19987,0,46,24
2468,0,36.3,19988,0,221,29
2469,0,35,19989,0,20,34
2470,0,33.7,19990,0,327,40
2471,0,32.4,19991,0,236,47
2472,0,31.1,19992,0,190,55
2473,0,30.4,19993,0,162,60
2474,0,29.8,19994,0,314,65
2475,0,29.2,19995,0,111,70
2476,0,28.5,19996,0,97,75
2477,0,27.9,19997,0,242,81
2478,90,27.2,19998,0,120,88
2479,279,29.1,19999,0,201,77
2480,547,30.9,20000,0,259,68
2481,614,32.8,20001,0,60,60
2482,840,34.8,20002,7,82,48
2483,792,36.9,20003,14,70,39
2484,791,38.9,20004,21,140,31
2485,784,38.7,20005,20,39,31
2486,842,38.5,20006,19,120,31
2487,683,38.4,20007,18,347,31
2488,451,38.2,20008,17,72,32
2489,32,38,20009,16,114,32
2490,0,37.8,20010,15,356,32
2491,0,36.3,20011,15,74,35
2492,0,34.8,20012,14,208,40
2493,0,33.3,20013,13,67,44
2494,0,31.9,20014,12,261,50
2495,0,30.4,20015,11,62,56
2496,0,28.9,20016,10,140,63
2497,0,28.4,20017,8,73,65
2498,0,28,20018,7,159,66
2499,0,27.5,20019,5,117,68
2500,0,27,20020,3,145,70
2501,0,26.6,20021,2,163,72
2502,312,26.1,20022,0,353,74
2503,559,28.3,20023,0,276,62
2504,750,30.6,20024,0,24,52
2505,833,32.8,20025,0,121,44
2506,789,34.5,20026,3,124,39
2507,846,36.1,20027,7,51,34
2508,771,37.8,20028,10,180,30
2509,839,37.9,20029,11,230,29
2510,819,38,20030,13,214,27
2511,685,38.1,20031,14,269,26
2512,400,38.2,20032,15,74,25
2513,29,38.3,20033,17,158,24
2514,0,38.4,20034,18,240,23
2515,0,37.1,20035,19,215,25
2516,0,35.9,20036,21,237,26
2517,0,34.7,20037,22,165,28
2518,0,33.5,20038,23,75,30
2519,0,32.3,20039,25,167,33
2520,0,31.1,20040,26,270,35
2521,0,30.3,20041,22,140,37
2522,0,29.4,20042,17,260,39
2523,0,28.6,20043,13,269,41
2524,0,27.8,20044,9,260,43
2525,0,26.9,20045,4,198,45
2526,275,26.1,20046,0,312,47
2527,532,28.3,20047,7,157,42
2528,787,30.6,20048,14,316,38
2529,853,32.8,20049,21,270,34
2530,788,35.6,20050,21,216,27
2531,791,38.3,20051,21,143,21
2532,790,41.1,20052,21,270,17
2533,784,40.7,20053,25,81,17
2534,809,40.4,20054,29,62,18
2535,680,40,20055,33,64,18
2536,407,39.6,20056,38,352,18
2537,31,39.3,20057,42,95,19
2538,0,38.9,20058,46,290,19
2539,0,37.6,20059,40,197,20
2540,0,36.3,20060,34,19,20
2541,0,35,20061,28,137,21
2542,0,33.7,20062,22,332,21
2543,0,32.4,20063,16,91,22
2544,0,31.1,20064,10,340,22
2545,0,29.9,20065,8,45,25
2546,0,28.7,20066,7,273,27
2547,0,27.5,20067,5,175,30
2548,0,26.3,20068,3,308,34
2549,0,25.1,20069,2,60,37
2550,310,23.9,20070,0,209,41
2551,550,27.6,20071,0,306,36
2552,784,31.3,20072,0,30,32
2553,848,35,20073,0,356,28
2554,788,37.4,20074,7,66,22
2555,791,39.8,20075,14,60,17
2556,651,42.2,20076,21,270,13
2557,849,41.7,20077,24,350,14
2558,811,41.3,20078,28,279,15
2559,678,40.8,20079,31,49,16
2560,406,40.4,20080,34,92,18
2561,33,39.9,20081,38,56,19
2562,0,39.5,20082,41,60,21
2563,0,38.1,20083,34,268,22
2564,0,36.7,20084,27,17,25
2565,0,35.3,20085,20,215,27
2566,0,33.9,20086,14,278,29
2567,0,32.5,20087,7,21,32
2568,0,31.1,20088,0,62,35
2569,0,30.4,20089,3,345,38
2570,0,29.8,20090,7,140,42
2571,0,29.2,20091,10,143,46
2572,0,28.5,20092,14,185,51
2573,0,27.9,20093,18,168,55
2574,0,27.2,20094,21,320,61
2575,497,28.9,20095,17,279,59
2576,653,30.5,20096,14,269,57
2577,167,32.2,20097,10,360,56
2578,727,33.1,20098,7,45,52
2579,724,34.1,20099,3,202,48
2580,70,35,20100,0,135,44
2581,723,35.5,20101,3,128,42
2582,841,35.9,20102,7,157,39
2583,678,36.4,20103,10,37,36
2584,429,36.9,20104,14,112,34
2585,38,37.3,20105,18,183,32
2586,0,37.8,20106,21,180,30
2587,0,36.1,20107,29,178,35
2588,0,34.5,20108,36,159,40
2589,0,32.8,20109,44,14,46
2590,0,31.1,20110,52,152,53
2591,0,29.5,20111,59,216,62
2592,0,27.8,20112,67,50,72
2593,0,27.3,20113,60,207,74
2594,0,26.9,20114,53,125,76
2595,0,26.4,20115,46,312,78
2596,0,25.9,20116,40,122,80
2597,0,25.5,20117,33,101,82
2598,0,25,20118,26,50,84
2599,91,25.7,20119,26,87,86
2600,71,26.5,20120,26,120,87
2601,61,27.2,20121,26,110,88
2602,348,29.4,20122,24,65,77
2603,566,31.7,20123,23,24,68
2604,747,33.9,20124,21,230,60
2605,702,32.4,20125,31,101,63
2606,608,30.9,20126,41,242,67
2607,426,29.5,20127,51,1,71
2608,215,28,20128,62,83,75
2609,0,26.5,20129,72,278,80
2610,0,25,20130,82,200,84
2611,0,24.8,20131,72,255,84
2612,0,24.6,20132,62,143,84
2613,0,24.4,20133,51,236,84
2614,0,24.3,20134,41,208,84
2615,0,24.1,20135,31,126,84
2616,0,23.9,20136,21,140,84
2617,0,23.6,20137,18,254,86
2618,0,23.3,20138,14,159,87
2619,0,23.1,20139,10,152,89
2620,0,22.8,20140,7,279,90
2621,0,22.5,20141,3,72,92
2622,258,22.2,20142,0,38,93
2623,101,24.1,20143,7,272,86
2624,278,25.9,20144,14,189,80
2625,726,27.8,20145,21,90,74
2626,601,29.5,20146,21,151,67
2627,740,31.1,20147,21,194,61
2628,803,32.8,20148,21,140,56
2629,821,31.7,20149,31,265,58
2630,741,30.7,20150,41,33,60
2631,632,29.6,20151,51,256,62
2632,341,28.5,20152,62,337,65
2633,13,27.5,20153,72,15,68
2634,0,26.4,20154,82,342,70
2635,0,26.6,20155,72,186,69
2636,0,26.9,20156,62,223,68
2637,0,27.1,20157,51,274,66
2638,0,27.3,20158,41,37,65
2639,0,27.6,20159,31,30,64
2640,0,27.8,20160,21,180,63
2641,0,27.5,20161,18,20,64
2642,0,27.2,20162,14,150,66
2643,0,26.9,20163,10,312,68
2644,0,26.7,20164,7,319,70
2645,0,26.4,20165,3,250,72
2646,0,26.1,20166,0,74,74
2647,372,27.4,20167,0,111,70
2648,560,28.7,20168,0,322,66
2649,45,30,20169,0,249,63
2650,725,32.4,20170,3,106,53
2651,722,34.8,20171,7,127,44
2652,70,37.2,20172,10,230,37
2653,721,36,20173,21,166,39
2654,839,34.9,20174,32,0,41
2655,674,33.7,20175,43,109,43
2656,424,32.6,20176,54,181,45
2657,42,31.4,20177,65,139,47
2658,0,30.2,20178,76,92,50
2659,0,30.4,20179,67,208,50
2660,0,30.5,20180,58,154,49
2661,0,30.7,20181,49,65,49
2662,0,30.8,20182,39,186,49
2663,0,31,20183,30,4,49
2664,0,31.1,20184,21,200,48
2665,0,30.4,20185,18,315,49
2666,0,29.8,20186,14,260,49
2667,0,29.2,20187,10,314,49
2668,0,28.5,20188,7,16,50
2669,0,27.9,20189,3,188,50
2670,235,27.2,20190,0,61,51
2671,549,29.4,20191,7,94,45
2672,797,31.7,20192,14,336,39
2673,779,33.9,20193,21,270,35
2674,786,35.9,20194,26,79,31
2675,789,38,20195,31,325,28
2676,788,40,20196,36,230,25
2677,782,38.6,20197,45,198,27
2678,821,37.2,20198,55,298,30
2679,678,35.8,20199,64,60,34
2680,428,34.4,20200,73,78,37
2681,45,33,20201,83,205,41
2682,0,31.6,20202,92,165,46
2683,0,31.6,20203,81,156,48
2684,0,31.5,20204,70,46,51
2685,0,31.4,20205,59,248,53
2686,0,31.3,20206,48,94,56
2687,0,31.2,20207,37,174,59
2688,0,31.1,20208,26,180,61
2689,0,30.6,20209,26,56,66
2690,0,30,20210,26,234,70
2691,0,29.4,20211,26,148,75
2692,0,28.9,20212,26,164,80
2693,0,28.4,20213,26,146,85
2694,328,27.8,20214,26,140,90
2695,115,28.9,20215,29,12,85
2696,271,30,20216,33,178,80
2697,729,31.1,20217,36,140,75
2698,485,32.4,20218,36,91,75
2699,480,33.7,20219,36,170,75
2700,734,35,20220,36,160,75
2701,489,34.8,20221,40,185,73
2702,520,34.6,20222,43,254,71
2703,486,34.5,20223,46,254,69
