hour_of_year,insolation,temperature,rainfall,wind_speed,wind_direction,humidity
4474,225,29.3,21994,31,21,85
4475,296,30.7,21995,36,177,80
4476,512,32.2,21996,41,140,75
4477,477,32.1,21997,39,14,75
4478,403,31.9,21998,37,200,75
4479,363,31.8,21999,35,240,74
4480,229,31.7,22000,33,198,74
4481,54,31.5,22001,31,281,74
4482,0,31.4,22002,28,148,74
4483,0,30.8,22003,27,73,76
4484,0,30.2,22004,26,26,79
4485,0,29.6,22005,25,64,82
4486,0,29,22006,23,219,84
4487,0,28.4,22007,22,228,87
4488,0,27.8,22008,21,140,90
4489,0,27.5,22009,21,336,92
4490,0,27.2,22010,21,92,94
4491,0,26.9,22011,21,52,95
4492,0,26.7,22012,21,238,97
4493,0,26.4,22013,21,27,98
4494,160,26.1,22014,21,90,100
4495,0,26.5,22015,23,163,98
4496,27,26.8,22016,24,359,96
4497,209,27.2,22017,26,140,94
4498,26,27.8,22018,17,321,93
4499,38,28.3,22019,9,8,92
4500,60,28.9,22020,0,78,91
4501,58,29.4,22021,2,217,88
4502,96,30,22022,5,26,86
4503,93,30.6,22023,8,49,84
4504,107,31.1,22024,10,345,82
4505,20,31.6,22025,12,216,80
4506,0,32.2,22026,15,70,78
4507,0,31.6,22027,16,119,80
4508,0,31.1,22028,17,146,82
4509,0,30.6,22029,18,355,84
4510,0,30,22030,19,58,86
4511,0,29.4,22031,20,132,88
4512,0,28.9,22032,21,140,91
4513,0,28.4,22033,18,180,92
4514,0,28,22034,14,327,94
4515,0,27.5,22035,10,136,95
4516,0,27,22036,7,27,97
4517,0,26.6,22037,3,182,98
4518,159,26.1,22038,0,271,100
4519,0,27,22039,9,4,95
4520,42,28,22040,17,317,90
4521,47,28.9,22041,26,90,85
4522,89,28.5,22042,22,36,89
4523,34,28.2,22043,19,251,92
4524,258,27.8,22044,15,200,97
4525,20,28.3,22045,16,79,94
4526,25,28.9,22046,18,210,91
4527,48,29.5,22047,19,145,88
4528,70,30,22048,20,137,85
4529,3,30.5,22049,21,251,83
4530,0,31.1,22050,22,19,80
