hour_of_year,insolation,temperature,rainfall
0,0,17.953,0.2001
1,0,17.774,0.2099
2,0,17.653,0.214
3,0,17.613,0.1813
4,0,17.556,0.1455
5,0.7068,17.498,0.123
6,73.4071,18.418,0.1104
7,239.6124,20.237,0.1155
8,404.1949,22.992,0.4934
9,521.3542,25.111,0.5425
10,575.9224,26.278,0.6569
11,562.4552,26.885,0.8809
12,489.0527,27.045,1.0161
13,373.4481,26.809,0.9176
14,233.6316,26.171,0.5639
15,97.1262,24.89,0.383
16,6.2407,22.835,0.4394
17,0,22.017,0.4103
18,0,21.399,0.2913
19,0,20.84,0.1985
20,0,20.41,0.1575
21,0,20.064,0.1467
22,0,19.734,0.1861
23,0,19.466,0.2113
24,0,19.224,0.21
25,0,19.002,0.2141
26,0,18.777,0.2502
27,0,18.499,0.27
28,0,18.176,0.2645
29,0.8392,17.929,0.2378
30,79.056,19.088,0.2411
31,244.7509,20.948,0.3777
32,398.5866,23.632,0.626
33,514.007,25.547,0.6463
34,565.9422,26.339,0.8023
35,577.7783,26.823,0.9732
36,528.1533,26.979,1.0632
37,423.027,26.796,0.9761
38,276.5365,26.224,0.6454
39,105.1031,25.067,0.3668
40,6.8153,23.003,0.237
41,0,21.929,0.1518
42,0,21.247,0.1103
43,0,20.652,0.0415
44,0,20.187,0.0273
45,0,19.808,0.0339
46,0,19.488,0.084
47,0,19.229,0.1858
48,0,19.014,0.4139
49,0,18.795,0.6886
50,0,18.563,0.8289
51,0,18.333,0.9071
52,0,18.102,0.6819
53,0.7444,17.895,0.5897
54,58.6218,18.395,0.4409
55,172.2254,19.556,0.3552
56,278.8796,21.018,0.0441
57,377.8298,22.448,0.051
58,432.9818,23.445,0.0936
59,460.2461,24.032,0.0103
60,472.2642,24.469,0.012
61,423.4065,24.665,0.0122
62,295.4098,24.399,0.0088
63,129.4524,23.268,0.0088
64,8.4184,20.625,0.0105
65,0,19.729,0.0074
66,0,19.313,0.0055
67,0,18.911,0.0024
68,0,18.44,0.0017
69,0,17.952,0.0003
70,0,17.523,0.0002
71,0,17.126,0.0002
72,0,16.653,0.0006
73,0,16.023,0.0007
74,0,15.331,0.0006
75,0,14.71,0.0007
76,0,14.109,0.0008
77,0.9874,13.547,0.0009
78,92.9248,14.602,0.0005
79,287.7281,16.76,0
80,473.7392,19.949,0
81,614.872,22.002,0
82,694.9965,23.175,0
83,694.3945,23.891,0
84,636.9914,24.229,0
85,514.7949,24.136,0
86,341.4095,23.52,0
87,144.1718,21.826,0
88,9.9001,18.417,0
89,0,17.122,0
90,0,16.314,0
91,0,15.554,0
92,0,14.857,0
93,0,14.173,0
94,0,13.484,0
95,0,12.809,0
96,0,12.136,0
97,0,11.492,0
98,0,10.897,0
99,0,10.338,0
100,0,9.831,0
101,1.0917,9.381,0
102,89.9741,10.69,0
103,279.1069,13.233,0
104,415.4075,15.798,0
105,545.8625,19.11,0
106,617.6099,21.301,0
107,627.666,22.255,0
108,566.5199,22.686,0
109,445.0031,22.632,0
110,295.0179,22.05,0
111,116.3337,20.033,0
112,7.8094,17.317,0
113,0,16.153,0.0001
114,0,15.322,0.0001
115,0,14.55,0.0001
116,0,13.843,0
117,0,13.179,0
118,0,12.51,0
119,0,11.899,0
120,0,11.365,0.0005
121,0,10.888,0.0005
122,0,10.469,0.0005
123,0,10.143,0
124,0,9.898,0
125,0.8875,9.713,0
126,73.288,10.774,0
127,241.727,13.418,0
128,415.2592,15.963,0.0001
129,551.4568,19.72,0
130,630.0511,21.757,0.0002
131,613.8122,22.587,0.0013
132,558.0919,23.03,0.0035
133,442.3085,23.036,0.0076
134,258.0901,22.28,0.0074
135,101.2306,20.209,0.0028
136,7.194,18.018,0.0034
137,0,17.017,0.0025
138,0,16.192,0.001
139,0,15.467,0.0003
140,0,14.838,0.0004
141,0,14.344,0.0005
142,0,13.919,0.0008
143,0,13.517,0.0008
144,0,13.021,0.0009
145,0,12.507,0.0013
146,0,12,0.0021
147,0,11.485,0.0018
148,0,11.021,0.0012
149,0.8594,10.607,0.0019
150,64.4297,11.402,0.0025
151,214.6433,13.932,0.0037
152,381.2187,16.213,0.0014
153,514.0869,19.699,0.0045
154,591.1479,21.776,0.0116
155,636.7596,22.797,0.0158
156,578.4577,23.235,0.0152
157,457.4817,23.184,0.0163
158,291.9432,22.585,0.0147
159,117.064,20.663,0.0115
160,8.2517,17.874,0.0074
161,0,16.76,0.0039
162,0,15.934,0.0026
163,0,15.236,0.0013
164,0,14.63,0.001
165,0,14.057,0.0003
166,0,13.438,0.0002
167,0,12.829,0.0002
168,0,12.327,0.0002
169,0,11.893,0.0001
170,0,11.423,0.0001
171,0,10.899,0.0001
172,0,10.395,0
173,1.0353,9.947,0
174,78.0342,11.004,0
175,253.8908,13.2,0
176,434.3852,16.198,0
177,575.6605,20.053,0
178,656.1751,22.096,0
179,658.3372,23.036,0
180,603.157,23.506,0
181,484.9594,23.461,0
182,307.4743,22.697,0
183,127.0935,20.463,0
184,9.156,16.929,0
185,0,15.69,0
186,0,14.818,0
187,0,13.931,0
188,0,13.132,0
189,0,12.43,0
190,0,11.81,0
191,0,11.242,0
192,0,10.688,0
193,0,10.154,0
194,0,9.607,0
195,0,9.063,0
196,0,8.562,0
197,1.2297,8.141,0
198,92.6086,9.489,0
199,287.3462,12.1,0
200,481.3556,15.505,0
201,626.3176,19.399,0
202,707.861,21.432,0
203,718.9042,22.641,0
204,657.5446,23.313,0
205,530.7138,23.444,0
206,352.4349,22.856,0
207,150.596,20.721,0
208,11.1923,17.607,0
209,0,16.214,0
210,0,15.063,0
211,0,14.072,0
212,0,13.191,0
213,0,12.286,0
214,0,11.402,0
215,0,10.654,0
216,0,9.992,0
217,0,9.39,0
218,0,8.877,0
219,0,8.416,0
220,0,7.974,0
221,1.337,7.536,0
222,91.3036,8.912,0
223,282.2168,11.601,0
224,468.8944,14.734,0
225,612.3434,18.79,0
226,693.6061,21.036,0
227,634.5124,21.938,0
228,578.6302,22.472,0
229,460.3585,22.483,0
230,296.2393,21.837,0
231,119.4533,19.6,0
232,8.493,17.232,0
233,0,16.293,0
234,0,15.568,0
235,0,14.732,0
236,0,13.672,0
237,0,12.541,0
238,0,11.543,0
239,0,10.738,0
240,0,10.121,0
241,0,9.557,0
242,0,9.053,0
243,0,8.562,0
244,0,8.104,0
245,1.3175,7.678,0
246,90.6723,9.207,0
247,281.5719,12.256,0
248,471.4095,15.174,0
249,614.4691,19.205,0
250,694.7825,21.373,0
251,653.8828,22.245,0
252,595.0454,22.724,0
253,473.1063,22.72,0
254,305.1569,22.124,0
255,123.7991,20.249,0
256,9.0042,17.958,0
257,0,16.736,0
258,0,15.623,0
259,0,14.601,0
260,0,13.711,0
261,0,13.014,0
262,0,12.316,0
263,0,11.598,0
264,0,10.931,0
265,0,10.319,0
266,0,9.855,0
267,0,9.489,0
268,0,9.13,0
269,1.4021,8.813,0
270,78.3388,10.174,0
271,246.5137,12.909,0
272,419.2263,15.624,0
273,552.8001,19.389,0
274,630.4843,21.937,0
275,628.068,23.056,0
276,564.9046,23.546,0
277,444.585,23.526,0
278,290.9485,22.977,0
279,117.2916,20.986,0
280,8.8573,18.192,0
281,0,17.028,0
282,0,16.389,0
283,0,15.764,0
284,0,15.092,0
285,0,14.397,0
286,0,13.7,0
287,0,12.951,0
288,0,12.254,0
289,0,11.657,0
290,0,11.13,0
291,0,10.639,0
292,0,10.203,0
293,1.3494,9.832,0
294,78.5033,11.122,0
295,248.2764,13.779,0
296,423.1454,16.33,0
297,560.0842,20.193,0
298,639.0328,23.019,0
299,636.3167,23.999,0
300,576.8457,24.371,0
301,457.0115,24.288,0
302,290.5893,23.693,0
303,118.1592,21.98,0
304,8.9398,19.557,0
305,0,18.386,0
306,0,17.594,0
307,0,16.935,0
308,0,16.361,0
309,0,15.907,0
310,0,15.381,0
311,0,14.713,0
312,0,13.963,0
313,0,13.133,0
314,0,12.418,0
315,0,11.784,0
316,0,11.348,0
317,1.4189,11.002,0
318,77.5466,12.321,0
319,243.226,15.224,0
320,460.0671,17.997,0
321,604.6461,21.97,0
322,687.1002,24.22,0
323,698.3474,25.166,0
324,638.8816,25.584,0
325,515.1199,25.523,0
326,351.5187,24.974,0
327,152.2189,23.227,0
328,12.1811,20.525,0
329,0,19.346,0
330,0,18.338,0
331,0,17.251,0
332,0,16.254,0
333,0,15.25,0
334,0,14.249,0
335,0,13.323,0
336,0,12.521,0
337,0,11.909,0
338,0,11.373,0
339,0,10.886,0
340,0,10.453,0
341,1.8445,10.089,0
342,101.876,11.617,0
343,293.9521,14.287,0
344,466.391,17.504,0
345,601.7468,21.448,0
346,667.9189,23.956,0
347,666.5005,24.937,0
348,613.356,25.28,0
349,488.8897,25.13,0.0001
350,308.2566,24.417,0.0001
351,129.6526,22.505,0.0003
352,10.6619,19.367,0.0003
353,0,17.96,0.0003
354,0,16.972,0.0005
355,0,16.076,0.0008
356,0,15.27,0.0012
357,0,14.634,0.0011
358,0,14.072,0.0008
359,0,13.521,0.0005
360,0,12.94,0.0017
361,0,12.367,0.0017
362,0,11.831,0.0016
363,0,11.315,0.0002
364,0,10.885,0.0001
365,1.75,10.514,0.0001
366,89.0792,11.566,0.0001
367,272.4693,13.993,0.0002
368,451.1661,17.321,0.0045
369,591.3838,21.075,0.0032
370,670.8283,23.136,0.0023
371,697.4299,24.297,0.0025
372,635.9773,24.795,0.0029
373,510.0519,24.719,0.0008
374,336.2675,23.988,0.0002
375,143.6729,21.788,0.001
376,12.1601,17.928,0
377,0,16.389,0
378,0,15.464,0.0001
379,0,14.593,0
380,0,13.733,0
381,0,12.914,0
382,0,12.15,0
383,0,11.453,0
384,0,10.821,0.0004
385,0,10.215,0.0004
386,0,9.678,0.0004
387,0,9.152,0
388,0,8.669,0
389,2.0676,8.26,0
390,101.7684,9.669,0
391,301.0279,12.252,0
392,493.2174,15.927,0
393,639.7415,19.727,0
394,722.6601,21.576,0
395,715.1498,22.572,0
396,655.2684,23.107,0
397,529.4947,23.141,0
398,327.1958,22.453,0
399,139.3311,20.405,0
400,12.0868,17.129,0
401,0,15.819,0
402,0,14.831,0
403,0,13.919,0
404,0,13.178,0
405,0,12.529,0
406,0,11.914,0
407,0,11.287,0
408,0,10.661,0
409,0,10.1,0
410,0,9.569,0
411,0,9.063,0
412,0,8.6,0
413,2.0866,8.182,0
414,98.1053,9.845,0
415,291.6205,12.524,0
416,479.4039,15.778,0
417,624.2906,19.731,0
418,706.3495,21.581,0
419,706.1927,22.444,0
420,646.1548,22.863,0
421,521.3725,22.86,0
422,346.2317,22.263,0
423,150.7008,20.38,0
424,13.3961,17.1,0
425,0,15.771,0
426,0,14.719,0
427,0,13.679,0
428,0,12.771,0
429,0,11.946,0
430,0,11.218,0
431,0,10.597,0
432,0,10.018,0
433,0,9.46,0
434,0,8.902,0
435,0,8.372,0
436,0,7.927,0
437,2.4216,7.578,0
438,106.5065,9.459,0
439,308.2337,12.382,0
440,500.4289,15.781,0
441,646.4821,19.792,0
442,728.5527,21.757,0
443,720.693,22.752,0
444,661.1077,23.315,0
445,536.5434,23.388,0
446,353.3439,22.716,0
447,155.1302,20.551,0
448,14.0147,16.913,0
449,0,15.581,0
450,0,14.679,0
451,0,13.869,0
452,0,13.179,0
453,0,12.334,0
454,0,11.363,0
455,0,10.548,0
456,0,9.891,0
457,0,9.351,0
458,0,8.855,0
459,0,8.426,0
460,0,8.004,0
461,2.654,7.64,0
462,110.0594,9.493,0
463,312.3335,12.291,0
464,503.177,15.725,0
465,647.6394,19.914,0
466,728.5744,22.03,0
467,731.6926,23.278,0
468,670.357,23.961,0
469,544.3777,24.118,0
470,366.4567,23.627,0
471,163.6217,21.729,0
472,15.1708,18.518,0
473,0,17.253,0
474,0,16.499,0
475,0,15.76,0
476,0,14.826,0
477,0,13.823,0
478,0,12.834,0
479,0,11.974,0
480,0,11.247,0
481,0,10.635,0
482,0,10.103,0
483,0,9.609,0
484,0,9.162,0
485,2.9154,8.784,0
486,112.7326,10.673,0
487,315.7276,13.721,0
488,519.9888,17.074,0
489,665.4566,21.416,0
490,746.4739,23.77,0
491,743.6348,24.871,0
492,681.2007,25.429,0
493,552.7352,25.534,0
494,368.8932,25.016,0
495,164.5272,23.192,0
496,15.5492,20.196,0
497,0,18.722,0
498,0,17.754,0
499,0,16.891,0
500,0,16.098,0
501,0,15.4,0
502,0,14.677,0
503,0,13.89,0
504,0,13.159,0
505,0,12.532,0
506,0,11.942,0
507,0,11.372,0
508,0,10.857,0
509,2.9883,10.433,0
510,109.37,12.373,0
511,306.0338,15.402,0
512,491.9658,18.527,0
513,629.6282,22.737,0
514,702.4849,24.782,0.0001
515,688.771,25.732,0.0001
516,631.5294,26.246,0.0002
517,510.9173,26.305,0.0002
518,329.4765,25.714,0.0001
519,141.3305,23.732,0.0001
520,13.3393,20.644,0
521,0,19.405,0
522,0,18.545,0
523,0,17.804,0
524,0,17.09,0
525,0,16.386,0
526,0,15.707,0
527,0,15.093,0.0002
528,0,14.561,0.0009
529,0,14.06,0.0009
530,0,13.606,0.0007
531,0,13.177,0
532,0,12.741,0
533,2.9977,12.362,0
534,105.683,14.045,0
535,302.641,16.575,0
536,466.8107,20.099,0
537,610.0434,23.246,0
538,692.3359,24.975,0
539,703.8375,26.088,0
540,643.8529,26.669,0
541,517.1059,26.698,0
542,339.927,26.083,0
543,152.5034,24.351,0
544,15.1123,20.728,0
545,0,19.349,0
546,0,18.569,0
547,0,17.834,0
548,0,17.197,0
549,0,16.589,0
550,0,15.898,0
551,0,15.315,0
552,0,14.855,0
553,0,14.387,0
554,0,13.902,0
555,0,13.301,0
556,0,12.664,0
557,3.5809,12.1,0
558,118.6803,13.922,0
559,324.3158,16.495,0
560,513.4755,20.123,0
561,652.2834,23.43,0
562,724.6497,24.761,0
563,703.5467,25.468,0
564,660.3388,25.898,0
565,543.7848,25.917,0
566,353.2754,25.32,0
567,157.0518,23.532,0
568,15.8835,20.008,0
569,0,18.615,0
570,0,17.831,0
571,0,17.184,0
572,0,16.636,0
573,0,16.126,0
574,0,15.585,0
575,0,15.022,0
576,0,14.442,0
577,0,13.895,0
578,0,13.27,0
579,0,12.634,0
580,0,12.11,0
581,3.6089,11.642,0
582,114.5345,13.55,0
583,316.4699,16.246,0
584,490.1866,19.586,0
585,632.9332,23.126,0
586,711.9364,24.719,0
587,699.2178,25.552,0
588,638.5574,25.995,0
589,513.1024,26.017,0
590,338.5002,25.499,0
591,148.772,23.909,0
592,15.3309,20.918,0
593,0,19.807,0
594,0,19.212,0
595,0,18.718,0
596,0,18.246,0
597,0,17.701,0
598,0,17.059,0
599,0,16.391,0
600,0,15.72,0
601,0,15.092,0
602,0,14.547,0
603,0,14.085,0
604,0,13.736,0
605,3.5006,13.469,0
606,101.2211,15.252,0
607,286.0629,17.634,0
608,465.474,21.183,0
609,592.7012,23.956,0
610,662.5498,25.432,0.0001
611,656.2439,26.334,0.0005
612,583.5694,26.752,0.0011
613,464.6965,26.728,0.0017
614,308.8936,26.224,0.0013
615,142.9231,24.876,0.0001
616,15.3238,21.906,0.0001
617,0,20.717,0.0005
618,0,20.023,0.0004
619,0,19.346,0.0002
620,0,18.763,0.001
621,0,18.192,0.0003
622,0,17.539,0
623,0,16.813,0
624,0,16.147,0
625,0,15.643,0
626,0,15.217,0.0001
627,0,14.749,0
628,0,14.31,0
629,3.7705,13.914,0
630,107.333,15.479,0.0001
631,301.1963,17.951,0
632,485.8419,21.513,0.0001
633,626.3335,24.248,0.0007
634,703.6835,26.085,0.0016
635,681.6401,27.104,0.0037
636,625.7191,27.612,0.0135
637,505.5665,27.628,0.0307
638,333.2007,27.062,0.0189
639,148.4319,25.568,0.0025
640,16.1989,22.332,0.0001
641,0,20.925,0
642,0,20.103,0
643,0,19.356,0
644,0,18.672,0
645,0,18.067,0
646,0,17.456,0
647,0,16.777,0
648,0,16.168,0.0008
649,0,15.708,0.0024
650,0,15.309,0.0055
651,0,14.864,0.0021
652,0,14.424,0.0035
653,3.9827,14.056,0.0027
654,107.1338,15.668,0.0019
655,296.6402,17.985,0.001
656,478.7043,21.622,0.0371
657,617.8651,24.639,0.0009
658,694.7043,26.13,0.0104
659,683.6467,26.978,0.0436
660,629.041,27.434,0.0683
661,504.2535,27.378,0.1333
662,321.0337,26.533,0.1082
663,135.746,24.861,0.0233
664,14.9407,22.014,0.0117
665,0,20.451,0.002
666,0,19.557,0.0005
667,0,18.748,0.001
668,0,17.977,0.0021
669,0,17.353,0.0041
670,0,16.814,0.0041
671,0,16.234,0.0076
672,0,15.659,0.0062
673,0,15.225,0.0603
674,0,14.866,0.0211
675,0,14.55,0.0272
676,0,14.2,0.0319
677,3.6689,13.905,0.0707
678,90.806,14.934,0.0505
679,254.1626,16.974,0.0012
680,424.5323,19.949,0
681,573.9171,21.985,0
682,668.5624,23.406,0
683,695.3636,24.381,0
684,642.6931,24.9,0
685,519.7068,24.936,0
686,354.6323,24.424,0
687,163.5552,23.058,0
688,18.6312,19.865,0
689,0,18.29,0
690,0,17.306,0
691,0,16.245,0
692,0,15.26,0
693,0,14.313,0
694,0,13.447,0
695,0,12.647,0
696,0,11.839,0
697,0,11.01,0
698,0,10.22,0
699,0,9.482,0
700,0,8.87,0
701,5.2277,8.408,0
702,131.3958,10.468,0
703,345.0923,13.222,0
704,527.8985,16.94,0
705,676.9858,20.428,0
706,761.1361,22.002,0
707,772.4452,22.994,0
708,709.9642,23.511,0
709,579.6964,23.556,0
710,377.0006,22.958,0
711,173.6127,21.311,0
712,20.3417,17.848,0
713,0,16.287,0
714,0,15.217,0
715,0,14.16,0
716,0,13.268,0
717,0,12.555,0
718,0,11.922,0
719,0,11.286,0
720,0,10.701,0
721,0,10.154,0
722,0,9.595,0
723,0,9.061,0
724,0,8.574,0
725,5.3095,8.199,0
726,126.7558,10.381,0
727,333.3868,13.311,0
728,527.3666,16.951,0
729,674.2162,20.571,0
730,756.7637,22.187,0
731,745.8687,23.119,0
732,684.9083,23.703,0
733,557.5108,23.845,0
734,361.2324,23.3,0
735,163.9379,21.553,0
736,19.2864,18.204,0
737,0,16.842,0
738,0,15.936,0
739,0,15.019,0
740,0,14.251,0
741,0,13.6,0
742,0,12.923,0
743,0,12.227,0
744,0,11.586,0
745,0,11.062,0
746,0,10.603,0
747,0,10.194,0
748,0,9.883,0
749,5.2216,9.628,0
750,120.7659,11.769,0
751,323.0991,14.738,0
752,504.2166,18.149,0
753,649.8848,21.969,0
754,732.1146,23.759,0
755,761.2796,24.881,0
756,698.3618,25.493,0
757,568.7995,25.596,0
758,387.3657,25.133,0
759,181.1172,23.601,0
760,21.8932,20.165,0
761,0,18.754,0
762,0,18.088,0
763,0,17.486,0
764,0,16.996,0
765,0,16.446,0
766,0,15.678,0
767,0,14.713,0
768,0,13.672,0
769,0,12.777,0
770,0,12.149,0
771,0,11.705,0
772,0,11.334,0
773,6.2012,11.073,0
774,134.8786,13.48,0
775,346.8926,16.68,0
776,543.422,20.321,0
777,691.2425,24.204,0
778,773.4409,26.062,0
779,790.1266,27.097,0
780,726.0466,27.644,0
781,594.1031,27.705,0
782,392.1268,27.115,0
783,183.0006,25.398,0
784,22.8622,21.959,0
785,0,20.596,0
786,0,19.783,0
787,0,19.011,0
788,0,18.342,0
789,0,17.548,0
790,0,16.509,0
791,0,15.378,0
792,0,14.553,0
793,0,14.001,0
794,0,13.521,0
795,0,13.064,0
796,0,12.664,0
797,6.558,12.442,0
798,126.5688,14.883,0
799,327.4298,17.928,0
800,523.4043,21.231,0
801,674.3472,25.405,0
802,757.3733,27.601,0
803,750.8175,28.662,0
804,690.366,29.209,0
805,565.0023,29.24,0
806,386.0896,28.673,0
807,180.6354,26.945,0
808,23.1305,23.43,0
809,0,21.786,0
810,0,20.81,0
811,0,19.875,0
812,0,19.124,0
813,0,18.366,0
814,0,17.511,0
815,0,16.628,0
816,0,15.969,0
817,0,15.487,0
818,0,15.052,0
819,0,14.579,0
820,0,14.052,0
821,6.3005,13.612,0
822,111.2914,15.354,0
823,293.8333,17.627,0
824,477.965,20.985,0
825,618.7018,24.634,0
826,692.9543,26.352,0
827,675.7354,27.1,0
828,619.2049,27.422,0
829,497.4411,27.266,0
830,326.9452,26.578,0
831,148.3229,24.927,0
832,19.5044,21.618,0
833,0,20.036,0
834,0,19.06,0
835,0,18.121,0
836,0,17.301,0
837,0,16.437,0
838,0,15.595,0
839,0,14.879,0
840,0,14.235,0
841,0,13.591,0
842,0,12.978,0
843,0,12.41,0
844,0,11.854,0
845,6.8749,11.445,0
846,124.2473,13.456,0
847,322.4287,16.054,0
848,522.2302,19.81,0
849,681.5853,23.511,0
850,770.9972,25.204,0
851,734.9292,25.932,0
852,668.405,26.281,0
853,537.5635,26.185,0
854,355.8674,25.535,0
855,155.826,23.829,0
856,19.4111,20.405,0
857,0,19.034,0
858,0,18.284,0
859,0,17.512,0
860,0,16.865,0
861,0,16.169,0
862,0,15.418,0
863,0,14.59,0
864,0,13.815,0
865,0,13.162,0
866,0,12.493,0
867,0,11.905,0
868,0,11.482,0
869,6.6799,11.173,0
870,115.4494,13.216,0
871,311.8307,15.782,0
872,498.343,19.356,0
873,621.5043,22.898,0
874,676.8642,24.51,0
875,666.851,25.392,0
876,608.5944,25.876,0
877,494.5308,25.925,0
878,333.0061,25.383,0
879,155.4999,23.626,0
880,21.4195,20.491,0
881,0,19.382,0
882,0,18.845,0
883,0,18.364,0
884,0,17.848,0
885,0,17.273,0
886,0,16.502,0
887,0,15.61,0
888,0,14.68,0
889,0,14.068,0
890,0,13.63,0
891,0,13.255,0
892,0,12.987,0
893,5.7296,12.934,0
894,95.4049,14.676,0
895,262.0455,17.293,0
896,443.5753,20.143,0
897,585.9089,23.639,0
898,665.9572,25.627,0
899,669.3885,26.651,0
900,622.3167,27.188,0
901,516.4667,27.3,0
902,348.2086,26.817,0
903,164.3797,25.336,0
904,23.002,22.353,0
905,0,21.151,0
906,0,20.381,0
907,0,19.53,0
908,0,18.734,0
909,0,17.904,0
910,0,17.041,0
911,0,16.225,0
912,0,15.51,0.0005
913,0,14.868,0.0005
914,0,14.315,0.0005
915,0,13.813,0
916,0,13.436,0
917,6.8657,13.297,0
918,104.5935,15.248,0
919,261.0509,17.456,0
920,375.7842,20.366,0
921,500.9066,23.145,0
922,578.8453,24.862,0
923,569.7205,25.838,0
924,517.0971,26.345,0
925,429.7923,26.476,0
926,300.2045,26.125,0
927,143.0354,24.797,0
928,19.9342,21.72,0
929,0,20.451,0
930,0,19.845,0
931,0,19.284,0
932,0,18.815,0
933,0,18.391,0
934,0,17.923,0
935,0,17.439,0
936,0,16.966,0
937,0,16.626,0
938,0,16.335,0
939,0,15.9,0
940,0,15.429,0
941,6.8939,15.072,0
942,102.7125,16.709,0
943,265.3128,18.725,0
944,431.5364,21.881,0
945,585.1445,24.976,0
946,675.279,26.509,0
947,666.3051,27.315,0
948,612.9289,27.742,0
949,500.4595,27.733,0
950,326.7703,27.137,0
951,151.0746,25.655,0
952,22.7212,22.335,0
953,0,20.87,0
954,0,20.129,0
955,0,19.283,0
956,0,18.513,0
957,0,17.758,0
958,0,16.996,0
959,0,16.369,0
960,0,15.806,0
961,0,15.246,0
962,0,14.63,0
963,0,13.982,0
964,0,13.364,0
965,8.5375,12.9,0
966,128.8076,14.91,0
967,310.6665,17.315,0
968,473.9559,20.563,0
969,612.4932,24.057,0
970,690.1254,25.899,0
971,684.6689,26.638,0
972,634.8062,27.002,0
973,520.2745,26.958,0
974,358.8694,26.421,0
975,177.9759,25.026,0
976,28.1415,21.738,0
977,0,20.242,0
978,0,19.222,0
979,0,18.26,0
980,0,17.516,0
981,0,16.822,0
982,0,16.039,0
983,0,15.291,0
984,0,14.606,0.0004
985,0,14,0.0005
986,0,13.469,0.0006
987,0,12.97,0.0002
988,0,12.583,0.0002
989,9.5883,12.462,0.0001
990,133.0532,14.972,0.0001
991,330.1451,17.62,0.0001
992,525.0138,21.426,0
993,677.3973,24.869,0
994,767.388,26.396,0.0001
995,772.1823,27.242,0.0013
996,710.8421,27.653,0.0037
997,578.6155,27.596,0.0071
998,366.159,26.889,0.0233
999,169.7767,25.491,0.0189
1000,25.7674,22.308,0.0033
1001,0,20.709,0.0021
1002,0,19.84,0.0011
1003,0,18.992,0.0013
1004,0,18.117,0.0015
1005,0,17.347,0.0015
1006,0,16.763,0.0022
1007,0,16.383,0.0054
1008,0,16.027,0.0194
1009,0,15.67,0.023
1010,0,15.267,0.018
1011,0,14.783,0.0044
1012,0,14.301,0.0022
1013,9.6558,13.984,0.0015
1014,143.3925,16.156,0.0017
1015,349.6222,18.811,0.0429
1016,538.1659,22.902,0.0001
1017,684.2788,25.495,0
1018,766.3443,26.872,0
1019,752.2693,27.61,0
1020,695.0812,27.969,0
1021,570.3906,27.918,0
1022,392.9729,27.333,0
1023,192.503,25.994,0
1024,30.3163,22.721,0
1025,0,21.003,0
1026,0,20.19,0
1027,0,19.404,0
1028,0,18.707,0
1029,0,18.111,0
1030,0,17.451,0
1031,0,16.738,0.0001
1032,0,16.032,0.0002
1033,0,15.545,0.0006
1034,0,15.165,0.0008
1035,0,14.766,0.002
1036,0,14.369,0.0013
1037,10.392,14.101,0.0007
1038,144.4757,16.059,0.0031
1039,352.8196,18.72,0.0012
1040,548.581,22.786,0.0004
1041,695.7953,25.132,0.0005
1042,778.2058,26.393,0.0002
1043,750.0733,27.066,0.0004
1044,685.0561,27.417,0.0005
1045,553.4708,27.36,0.0007
1046,360.2466,26.778,0.0004
1047,169.6935,25.508,0.0003
1048,26.5653,22.678,0.0001
1049,0,21.114,0
1050,0,20.336,0
1051,0,19.635,0
1052,0,19.052,0
1053,0,18.55,0
1054,0,18.018,0
1055,0,17.509,0.0006
1056,0,17.037,0.0012
1057,0,16.667,0.0012
1058,0,16.333,0.0006
1059,0,15.989,0.0001
1060,0,15.68,0.0001
1061,9.5744,15.46,0.0002
1062,128.8739,17.105,0.0005
1063,320.9747,19.822,0.0009
1064,507.9219,23.448,0.0328
1065,652.8282,25.662,0.061
1066,734.9657,26.979,0.1271
1067,719.921,27.74,0.3272
1068,658.4032,28.067,0.4503
1069,534.4799,27.946,0.4995
1070,361.5906,27.372,0.325
1071,172.8728,26.22,0.0988
1072,27.5188,23.918,0.0222
1073,0,22.535,0.0214
1074,0,21.557,0.0401
1075,0,20.415,0.0691
1076,0,19.441,0.053
1077,0,18.705,0.0641
1078,0,18.145,0.0557
1079,0,17.72,0.0331
1080,0,17.514,0.0295
1081,0,17.495,0.0595
1082,0,17.376,0.0814
1083,0,17.06,0.0801
1084,0,16.644,0.0896
1085,10.0697,16.311,0.1725
1086,128.4551,17.86,0.0902
1087,314.8015,20.088,0.0085
1088,494.0874,23.464,0.0011
1089,628.5864,25.704,0.0009
1090,705.8078,26.909,0.0007
1091,716.9617,27.688,0.0004
1092,658.0856,28.062,0.0003
1093,537.7852,28.024,0.0001
1094,368.7606,27.573,0.0001
1095,177.7148,26.611,0.0001
1096,29.0149,24.506,0
1097,0,23.159,0
1098,0,22.304,0
1099,0,21.458,0
1100,0,20.751,0
1101,0,20.157,0.0001
1102,0,19.568,0.0001
1103,0,19.044,0.0004
1104,0,18.619,0.0012
1105,0,18.305,0.0009
1106,0,17.965,0.0014
1107,0,17.604,0.0011
1108,0,17.294,0.0015
1109,11.0441,17.169,0.0022
1110,135.6826,18.741,0.0029
1111,330.9345,21.266,0.0011
1112,519.5392,24.793,0.0011
1113,664.2819,26.706,0.001
1114,742.3,27.865,0.0007
1115,729.5039,28.564,0.0006
1116,656.7378,28.858,0.0005
1117,523.7113,28.731,0.0004
1118,346.298,28.175,0.0006
1119,164.75,27.075,0.0006
1120,28.2926,24.649,0.0007
1121,0,23.088,0.001
1122,0,22.338,0.0011
