hour_of_year,insolation,temperature,rainfall
2174,526.666,36.214,0.0135
2175,310.5756,35.271,0.0115
2176,104.9137,32.851,0.0108
2177,3.0881,29.599,0.0152
2178,0,28.455,0.0147
2179,0,27.706,0.0139
2180,0,27.081,0.0175
2181,0,26.417,0.0148
2182,0,25.68,0.0132
2183,0,25.023,0.014
2184,0,24.471,0.0231
2185,0,23.923,0.023
2186,0,23.346,0.0189
2187,0,22.799,0.0116
2188,0.0767,22.372,0.0103
2189,68.3678,23.209,0.0104
2190,275.8128,25.966,0.0079
2191,505.8535,29.264,0.0055
2192,708.2504,32.971,0.0052
2193,857.0754,35.304,0.0039
2194,939.3191,36.678,0.004
2195,949.8547,37.561,0.0041
2196,884.8978,37.998,0.0035
2197,750.5891,37.98,0.0036
2198,548.9595,37.412,0.0049
2199,324.0238,36.346,0.0055
2200,109.5429,34.125,0.0066
2201,3.3933,31.063,0.0058
2202,0,29.783,0.0048
2203,0,28.866,0.0047
2204,0,28.214,0.0053
2205,0,27.622,0.0067
2206,0,26.933,0.0093
2207,0,26.096,0.0091
2208,0,25.271,0.017
2209,0,24.609,0.0197
2210,0,24.146,0.024
2211,0,23.725,0.0236
2212,0.0746,23.338,0.0246
2213,61.6207,24.059,0.0284
2214,258.4828,26.532,0.0303
2215,485.842,29.922,0.0173
2216,689.8493,32.938,0.0146
2217,842.2168,35.059,0.0112
2218,927.2763,36.596,0.0088
2219,918.2222,37.564,0.0082
2220,850.64,38.07,0.0098
2221,712.871,38.08,0.0169
2222,516.0018,37.533,0.0297
2223,297.6645,36.463,0.0319
2224,96.3673,34.14,0.055
2225,2.9844,30.978,0.1701
2226,0,29.606,0.3376
2227,0,28.461,0.4022
2228,0,27.483,0.2871
2229,0,26.69,0.1827
2230,0,25.949,0.1694
2231,0,25.32,0.1739
2232,0,24.858,0.159
2233,0,24.488,0.1696
2234,0,24.169,0.1765
2235,0,23.906,0.2288
2236,0.1074,23.659,0.2543
2237,56.1103,24.167,0.3203
2238,228.7001,25.749,0.3353
2239,445.5728,28.122,0.2818
2240,597.0135,30.458,0.1831
2241,745.2692,32.31,0.174
2242,830.1455,33.62,0.1761
2243,842.5455,34.468,0.1611
2244,784.4073,34.895,0.1478
2245,665.1064,34.924,0.1487
2246,503.5278,34.487,0.1357
2247,284.9898,33.431,0.1397
2248,93.4915,31.638,0.1394
2249,3.2082,29.333,0.1781
2250,0,28.192,0.2183
2251,0,27.308,0.3092
2252,0,26.674,0.372
2253,0,26.19,0.4303
2254,0,25.728,0.4683
2255,0,25.312,0.5048
2256,0,24.934,0.4761
2257,0,24.547,0.4691
2258,0,24.202,0.4454
2259,0,23.881,0.4031
2260,0.1501,23.586,0.3615
2261,58.9819,24.285,0.3367
2262,236.5136,26.196,0.3269
2263,441.7667,28.473,0.1949
2264,624.9283,30.515,0.054
2265,773.4208,32.143,0.0517
2266,873.1998,33.417,0.0571
2267,895.5845,34.253,0.0363
2268,824.2282,34.583,0.035
2269,669.9297,34.42,0.0353
2270,463.3193,33.8,0.0303
2271,267.9709,32.869,0.0277
2272,90.2889,31.31,0.0287
2273,3.4498,28.833,0.0371
2274,0,27.902,0.0533
2275,0,27.298,0.0627
2276,0,26.734,0.0674
2277,0,26.181,0.0677
2278,0,25.666,0.0702
2279,0,25.153,0.0667
2280,0,24.646,0.0567
2281,0,24.196,0.0501
2282,0,23.864,0.038
2283,0,23.59,0.0294
2284,0.2046,23.272,0.0236
2285,62.0834,24.032,0.0197
2286,242.5779,26.36,0.0191
2287,454.9813,29.064,0.0133
2288,622.0317,31.022,0.2035
2289,763.799,32.532,0.3378
2290,845.2488,33.649,0.4843
2291,879.0411,34.399,0.714
2292,810.752,34.661,0.6132
2293,672.8407,34.497,0.5243
2294,487.7274,33.951,0.4716
2295,277.1942,32.98,0.3833
2296,95.4551,31.384,0.1698
2297,3.9384,28.947,0.0905
2298,0,27.94,0.0982
2299,0,27.223,0.199
2300,0,26.557,0.2624
2301,0,25.909,0.3521
2302,0,25.347,0.3718
2303,0,24.875,0.4753
2304,0,24.454,0.579
2305,0,24.064,0.5701
2306,0,23.69,0.6724
2307,0,23.34,0.7705
2308,0.2468,23.084,1.0187
2309,63.4929,23.883,1.4866
2310,246.176,25.532,1.7324
2311,453.9053,27.459,0.992
2312,636.0751,29.524,0.2102
2313,772.8918,31.238,0.2243
2314,855.4168,32.56,0.2526
2315,887.9069,33.551,0.0034
2316,825.1428,34.098,0.0024
2317,696.2068,34.201,0.002
2318,500.4592,33.807,0.0017
2319,297.4776,33.028,0.001
2320,108.2642,31.64,0.0004
2321,4.729,29.054,0.0002
2322,0,27.783,0.0001
2323,0,26.997,0.0001
2324,0,26.324,0.0001
2325,0,25.713,0.0003
2326,0,25.12,0.0004
2327,0,24.566,0.001
2328,0,24.092,0.0016
2329,0,23.674,0.0022
2330,0,23.323,0.0028
2331,0,23.047,0.004
2332,0.327,22.827,0.0072
2333,70.0024,23.766,0.0116
2334,264.7854,26.186,0.0168
2335,485.3394,29.305,0.0173
2336,685.1962,32.543,0.0148
2337,834.3393,34.599,0.0121
2338,923.4575,35.911,0.0112
2339,951.7401,36.756,0.0091
2340,893.8236,37.113,0.0061
2341,762.3854,37.011,0.0042
2342,574.5206,36.476,0.0025
2343,350.9247,35.452,0.0017
2344,128.4199,33.203,0.0016
2345,5.7783,29.775,0.0015
2346,0,28.726,0.002
2347,0,27.823,0.0028
2348,0,26.721,0.0028
2349,0,25.588,0.0024
2350,0,24.57,0.0028
2351,0,23.725,0.003
2352,0,23.024,0.0035
2353,0,22.427,0.0066
2354,0,21.918,0.0047
2355,0,21.468,0.0062
2356,0.449,21.047,0.004
2357,86.2461,22.302,0.0051
2358,306.2746,25.35,0.0048
2359,541.8891,28.903,0.0033
2360,747.2734,33.114,0.0017
2361,898.7092,35.093,0.0018
2362,982.8428,36.304,0.0022
2363,994.0048,37.108,0.0019
2364,928.0332,37.495,0.0014
2365,794.4252,37.467,0.0011
2366,591.6271,36.961,0.0006
2367,365.0866,35.981,0.0004
2368,137.7601,33.932,0.0003
2369,6.468,30.593,0.0002
2370,0,28.947,0.0004
2371,0,27.943,0.0003
2372,0,27.096,0.0003
2373,0,26.21,0.0008
2374,0,25.387,0.0011
2375,0,24.642,0.0016
2376,0,23.985,0.0026
2377,0,23.432,0.0027
2378,0,22.997,0.0033
2379,0,22.673,0.0039
2380,0.487,22.373,0.005
2381,80.2356,23.557,0.0056
2382,284.6816,26.382,0.0063
2383,510.5723,29.99,0.0037
2384,713.559,33.371,0.0024
2385,866.3428,35.072,0.0018
2386,949.4658,36.19,0.0017
2387,928.2408,36.828,0.0019
2388,846.1972,37.087,0.0016
2389,686.0233,36.908,0.0015
2390,488.188,36.295,0.001
2391,288.4085,35.297,0.0018
2392,107.0746,33.464,0.0011
2393,5.7563,30.661,0.0017
2394,0,29.441,0.0018
2395,0,28.486,0.0022
2396,0,27.66,0.0023
2397,0,26.98,0.0017
2398,0,26.36,0.0028
2399,0,25.811,0.0099
2400,0,25.304,0.0444
2401,0,24.906,0.0453
2402,0,24.594,0.0402
2403,0,24.327,0.0074
2404,0.4301,24.106,0.0083
2405,45.0962,24.765,0.0135
2406,164.7846,26.546,0.0318
2407,307.513,28.658,0.0441
2408,430.9418,30.555,0.196
2409,538.1705,32.003,0.1246
2410,586.4125,32.968,0.1072
2411,589.6395,33.54,0.0968
2412,541.7347,33.734,0.0904
2413,447.8963,33.564,0.0936
2414,306.093,32.919,0.0634
2415,171.0274,31.933,0.0327
2416,59.0372,30.361,0.0138
2417,3.3742,28.387,0.0074
2418,0,27.619,0.0094
2419,0,27.057,0.0083
2420,0,26.564,0.0116
2421,0,26.121,0.0229
2422,0,25.693,0.0376
2423,0,25.328,0.0737
2424,0,25.039,0.1464
2425,0,24.839,0.287
2426,0,24.675,0.4209
2427,0,24.407,0.463
2428,0.1789,24.102,0.4717
2429,27.3371,24.263,0.4596
2430,108.966,25.058,0.4495
2431,217.2285,26.519,0.5535
2432,341.9692,28.006,0.168
2433,478.4271,29.341,0.2048
2434,551.6157,30.374,0.1918
2435,576.0052,31.093,0.1658
2436,533.3896,31.442,0.0612
2437,413.771,31.312,0.0317
2438,276.3897,30.877,0.0158
2439,164.9637,30.307,0.0095
2440,62.754,29.333,0.0056
2441,3.7895,27.784,0.0021
2442,0,27.092,0.0015
2443,0,26.512,0.0014
2444,0,26.048,0.0018
2445,0,25.611,0.0023
2446,0,25.189,0.0027
2447,0,24.819,0.0041
2448,0,24.453,0.0051
2449,0,24.082,0.0047
2450,0,23.751,0.0045
2451,0,23.445,0.0045
2452,0.4981,23.177,0.0061
2453,52.8378,23.917,0.01
2454,180.8946,25.787,0.014
2455,330.8793,28.216,0.0105
2456,470.2439,30.108,0.0318
2457,585.5526,31.46,0.034
2458,656.3257,32.472,0.0333
2459,667.2451,33.13,0.0324
2460,622.2082,33.438,0.0287
2461,525.391,33.423,0.0211
2462,383.4715,33.051,0.0076
2463,232.1974,32.393,0.003
2464,90.1686,31.237,0.0007
2465,5.913,29.222,0.0004
2466,0,28.268,0.0013
2467,0,27.577,0.0006
2468,0,26.955,0.0002
2469,0,26.405,0.0004
2470,0,25.94,0.0007
2471,0,25.568,0.0018
2472,0,25.248,0.0036
2473,0,24.955,0.0056
2474,0,24.721,0.006
2475,0,24.503,0.0061
2476,0.5404,24.274,0.0065
2477,37.4728,24.724,0.0053
2478,127.7031,26.109,0.0079
2479,247.1564,28.18,0.003
2480,360.0184,29.974,0.029
2481,427.5301,31.162,0.0571
2482,448.1078,31.953,0.1048
2483,423.5607,32.417,0.1328
2484,361.591,32.502,0.1838
2485,310.7813,32.433,0.2714
2486,245.2709,32.178,0.2511
2487,161.9738,31.64,0.1374
2488,66.4363,30.421,0.0201
2489,4.6,28.938,0.0008
2490,0,28.563,0.0002
2491,0,28.074,0.0002
2492,0,27.372,0.0003
2493,0,26.644,0.0003
2494,0,25.978,0.0002
2495,0,25.412,0.0004
2496,0,24.908,0.0007
2497,0,24.462,0.0007
2498,0,24.083,0.0007
2499,0,23.751,0.0003
2500,0.6749,23.408,0.0008
2501,53.3208,24.045,0.0001
2502,185.2338,25.888,0.0001
2503,345.6702,28.389,0.0001
2504,504.9514,30.866,0.0001
2505,628.1212,32.659,0.0001
2506,692.7294,33.896,0.0002
2507,693.7848,34.684,0.0005
2508,640.1125,35.088,0.0017
2509,541.8095,35.133,0.0043
2510,413.3341,34.849,0.0044
2511,265.2161,34.16,0.0032
2512,108.4767,32.658,0.002
2513,7.5032,29.848,0.0016
2514,0,28.547,0.0011
2515,0,27.681,0.0006
2516,0,26.891,0.0003
2517,0,26.181,0.0002
2518,0,25.604,0.0002
2519,0,25.131,0.0002
2520,0,24.697,0.0037
2521,0,24.237,0.0036
2522,0,23.859,0.0038
2523,0,23.608,0.0002
2524,0.97,23.381,0.0003
2525,67.3294,24.318,0.0007
2526,228.7144,26.47,0.0032
2527,423.8038,29.833,0.0011
2528,610.8468,32.673,0.0025
2529,763.3945,34.383,0.0083
2530,849.788,35.518,0.0197
2531,820.9336,36.062,0.056
2532,676.7426,35.94,0.1333
2533,468.41,35.153,0.2214
2534,325.2811,34.185,0.2343
2535,204.7371,33.003,0.229
2536,80.9974,31.319,0.1378
2537,5.7326,29.368,0.0592
2538,0,28.294,0.0382
2539,0,27.556,0.0653
2540,0,26.995,0.1961
2541,0,26.46,0.3258
2542,0,25.901,0.3575
2543,0,25.395,0.4121
2544,0,24.965,0.5034
2545,0,24.562,0.4837
2546,0,24.103,0.4238
2547,0,23.651,0.3671
2548,1.2372,23.217,0.3056
2549,90.2408,23.842,0.1948
2550,293.3543,25.955,0.2965
2551,509.6744,28.993,0.6172
2552,707.9226,31.691,0.2618
2553,853.7632,33.358,0.3905
2554,930.7303,34.498,0.4573
2555,926.2036,35.21,0.5211
2556,856.9252,35.574,0.2844
2557,725.1406,35.594,0.1721
2558,544.2339,35.267,0.1253
2559,339.0844,34.494,0.0954
2560,133.69,32.823,0.0558
2561,9.0399,30.091,0.0414
2562,0,28.764,0.0373
2563,0,27.844,0.0346
2564,0,27.18,0.0462
2565,0,26.772,0.037
2566,0,26.411,0.0242
2567,0,26.012,0.0287
2568,0,25.587,0.0561
2569,0,25.112,0.1061
2570,0,24.639,0.1309
2571,0,24.216,0.1295
2572,1.4478,23.836,0.1075
2573,91.9411,24.892,0.1456
2574,302.4462,27.271,0.8424
2575,530.3867,29.986,0.1576
2576,730.544,32.825,0.0106
2577,879.3443,34.974,0.0023
2578,962.1334,36.375,0.0005
2579,972.1483,37.287,0.0004
2580,906.2423,37.764,0.0004
2581,774.5461,37.8,0.0005
2582,585.2882,37.312,0.0006
2583,363.2785,36.271,0.0008
2584,144.0083,34.327,0.0007
2585,10.1802,30.948,0.0004
2586,0,29.486,0.0007
2587,0,28.565,0.0006
2588,0,27.76,0.0005
2589,0,27.134,0.0005
2590,0,26.621,0.0005
2591,0,26.129,0.0005
2592,0,25.703,0.0007
2593,0,25.328,0.0007
2594,0,25.023,0.0006
2595,0,24.798,0.0006
2596,1.5309,24.633,0.0006
2597,91.2532,25.747,0.0007
2598,296.807,28.083,0.0009
2599,516.5528,30.494,0.0008
2600,709.6622,32.775,0.0049
2601,847.5101,34.578,0.0042
2602,922.9895,35.933,0.0044
2603,914.4606,36.803,0.0123
2604,861.3748,37.312,0.0152
2605,731.8613,37.36,0.0204
2606,554.1776,36.946,0.0231
2607,336.7539,35.962,0.0253
2608,125.8117,34.369,0.0156
2609,9.2033,32.02,0.0141
2610,0,30.692,0.0107
2611,0,29.661,0.008
2612,0,28.85,0.0077
2613,0,28.165,0.006
2614,0,27.594,0.0061
2615,0,27.089,0.0056
2616,0,26.63,0.0258
2617,0,26.206,0.0247
2618,0,25.811,0.027
2619,0,25.467,0.0095
2620,1.7158,25.21,0.0169
2621,93.1914,26.033,0.0329
2622,299.9801,28.285,0.0966
2623,523.6137,31.054,0.0899
2624,682.4974,33.685,0.1043
2625,823.6284,35.719,0.092
2626,900.8714,37.255,0.0886
2627,910.5056,38.328,0.1194
2628,842.8528,38.919,0.1485
2629,714.3068,39.025,0.1073
2630,535.4454,38.681,0.0649
2631,321.8265,37.78,0.0426
2632,117.2925,35.894,0.0367
2633,8.876,33.181,0.042
2634,0,31.674,0.0467
2635,0,30.51,0.069
2636,0,29.527,0.0889
2637,0,28.742,0.1024
2638,0,28.096,0.1132
2639,0,27.522,0.1062
2640,0,27.037,0.183
2641,0,26.634,0.1666
2642,0,26.336,0.1952
2643,0,26.025,0.1077
2644,1.5727,25.728,0.1626
2645,73.961,26.225,0.3374
2646,250.3528,27.992,0.7373
2647,464.9369,30.401,0.6085
2648,662.685,33.166,0.2302
2649,809.2012,35.529,0.1817
2650,892.1537,37.152,0.1153
2651,900.3989,38.201,0.0241
2652,835.4268,38.729,0.0205
2653,698.4054,38.758,0.0258
2654,507.5389,38.233,0.0535
2655,297.8891,37.174,0.1515
2656,108.2342,35.151,0.3228
2657,8.2155,32.695,0.2238
2658,0,31.508,0.2536
2659,0,30.379,0.2415
2660,0,29.393,0.2713
2661,0,28.574,0.3388
2662,0,27.909,0.4698
2663,0,27.387,0.4143
2664,0,26.875,0.604
2665,0,26.341,0.4504
2666,0,25.818,0.4573
2667,0,25.359,0.2848
2668,1.9898,25.042,0.2972
2669,82.7688,25.815,0.3435
2670,267.602,27.593,0.4324
2671,477.3737,29.965,0.1421
2672,665.8335,32.636,0.0689
2673,802.432,35.014,0.0498
2674,878.2117,36.551,0.0362
2675,907.722,37.586,0.0276
2676,853.0957,38.131,0.0271
2677,728.6281,38.229,0.0286
2678,552.1062,37.814,0.0409
2679,339.853,36.813,0.0487
2680,133.7703,34.88,0.087
2681,10.12,31.733,0.0924
2682,0,30.323,0.1363
2683,0,29.522,0.1983
2684,0,28.927,0.2826
2685,0,28.364,0.4051
2686,0,27.743,0.5132
2687,0,27.103,0.6083
2688,0,26.508,0.7493
2689,0,25.984,0.8178
2690,0,25.521,0.9581
2691,0,25.121,1.0469
2692,2.0096,24.816,1.1148
2693,79.5357,25.342,1.1704
2694,247.7728,26.879,0.889
2695,431.6493,28.743,0.5753
2696,581.5168,30.369,0.219
2697,688.7159,31.643,0.1996
2698,745.7258,32.583,0.2103
2699,762.0238,33.263,0.2393
2700,693.9587,33.526,0.2741
2701,578.8495,33.428,0.3244
2702,422.9585,32.97,0.3682
2703,270.0174,32.124,0.467
2704,113.3149,30.629,0.5157
2705,9.698,28.442,0.5268
2706,0,27.277,0.5353
2707,0,26.535,0.4608
2708,0,25.926,0.3859
2709,0,25.438,0.3692
2710,0,25.046,0.3531
2711,0,24.687,0.3486
2712,0,24.394,0.3554
2713,0,24.144,0.3497
2714,0,23.945,0.3612
2715,0,23.798,0.3936
2716,1.3879,23.68,0.3933
2717,56.475,24.241,0.4024
2718,169.9428,25.374,0.4412
2719,295.5651,26.79,0.4185
2720,407.3329,27.959,0.3258
2721,484.1286,28.812,0.284
2722,520.6842,29.366,0.2619
2723,527.9405,29.708,0.1616
2724,490.4701,29.819,0.172
2725,411.3487,29.619,0.1684
2726,308.4168,29.136,0.1727
2727,180.5088,28.321,0.1463
2728,75.8197,27.24,0.1053
2729,7.2604,25.705,0.067
2730,0,24.905,0.0559
2731,0,24.405,0.0572
2732,0,23.945,0.0575
2733,0,23.57,0.0566
2734,0,23.249,0.0762
2735,0,22.988,0.1003
2736,0,22.758,0.1562
2737,0,22.566,0.2342
2738,0,22.441,0.3548
2739,0,22.364,0.4015
2740,2.0379,22.312,0.4353
2741,61.6251,23.096,0.4481
2742,180.7041,24.583,0.3735
2743,322.2075,26.193,0.2213
2744,450.7117,27.5,0.0512
2745,564.6638,28.658,0.0479
2746,654.2395,29.707,0.0472
2747,684.3911,30.461,0.0414
2748,667.7046,30.933,0.0412
2749,590.4354,31.059,0.0386
2750,454.2215,30.803,0.0357
2751,292.4329,30.213,0.0313
2752,123.8051,29.177,0.0182
2753,11.5287,27.18,0.0137
2754,0,25.997,0.0119
2755,0,25.321,0.0092
2756,0,24.746,0.0071
2757,0,24.258,0.0051
2758,0,23.741,0.0054
2759,0,23.312,0.007
2760,0,22.905,0.0115
2761,0,22.509,0.0162
2762,0,22.193,0.0225
2763,0,21.925,0.0292
2764,2.9721,21.716,0.0362
2765,104.0523,23.166,0.0408
2766,305.3693,25.718,0.0552
2767,507.7226,28.092,0.0523
2768,674.7501,29.679,0.822
2769,793.413,30.832,0.8282
2770,853.6403,31.68,0.8628
2771,843.9861,32.204,0.9625
2772,783.3276,32.424,0.9875
2773,664.7063,32.32,0.9961
2774,502.0884,31.953,1.0127
2775,314.0973,31.273,0.8508
2776,130.1678,30.205,0.4061
2777,12.1256,28.114,0.149
2778,0,26.832,0.1793
2779,0,26.138,0.1327
2780,0,25.563,0.1583
2781,0,25.023,0.0843
2782,0,24.549,0.1356
2783,0,24.147,0.2307
2784,0,23.802,0.3956
2785,0,23.501,0.5049
2786,0,23.227,0.4998
2787,0,22.986,0.4237
2788,3.047,22.792,0.48
2789,102.7823,23.838,0.6127
2790,306.3209,25.872,0.7616
2791,519.8841,28.138,0.6594
2792,703.1243,30.041,0.326
2793,831.4358,31.581,0.4009
2794,888.6285,32.668,0.4713
2795,850.0666,33.21,0.6487
2796,769.5764,33.342,0.697
2797,626.9282,33.069,0.7215
2798,439.6983,32.378,0.6827
2799,259.8593,31.348,0.5548
2800,107.0339,29.861,0.4037
2801,10.6708,27.834,0.3152
2802,0,26.801,0.2885
2803,0,26.173,0.2283
2804,0,25.674,0.2197
2805,0,25.27,0.2451
2806,0,24.941,0.3115
2807,0,24.678,0.3836
2808,0,24.465,0.4871
2809,0,24.287,0.5755
2810,0,24.11,0.6512
2811,0,23.917,0.7646
2812,2.6118,23.75,0.7809
2813,81.0034,24.649,0.7714
2814,247.188,26.069,0.8842
2815,428.2427,27.826,0.7603
2816,588.8327,29.579,0.2757
2817,713.3256,30.954,0.2294
2818,795.7647,32.029,0.1775
2819,850.8503,32.948,0.0546
2820,805.3113,33.478,0.0466
2821,697.6795,33.603,0.0414
2822,522.923,33.27,0.039
2823,324.1645,32.533,0.0337
2824,131.3465,31.251,0.0276
2825,12.5235,29.015,0.0271
2826,0,27.807,0.028
2827,0,27.125,0.0281
2828,0,26.501,0.0355
2829,0,25.956,0.0427
2830,0,25.532,0.0497
2831,0,25.205,0.0548
2832,0,24.926,0.0609
2833,0,24.666,0.0675
2834,0,24.46,0.0686
2835,0,24.257,0.0738
2836,3.353,24.11,0.0674
2837,91.102,25.326,0.0633
2838,276.0367,27.43,0.0654
2839,482.056,29.475,0.0525
2840,661.928,31.05,0.0799
2841,790.9597,32.32,0.0747
2842,867.2485,33.34,0.0714
2843,884.1884,34.095,0.0969
2844,830.0881,34.5,0.0949
2845,707.8585,34.507,0.0746
2846,544.3537,34.213,0.0619
2847,345.6292,33.597,0.0484
2848,140.4901,32.532,0.0327
2849,13.8378,30.651,0.0223
2850,0,29.323,0.0202
2851,0,28.393,0.0192
2852,0,27.634,0.0194
2853,0,27.018,0.0227
2854,0,26.51,0.0347
2855,0,26.062,0.0424
2856,0,25.658,0.0568
2857,0,25.298,0.0725
2858,0,24.979,0.0911
2859,0,24.682,0.0901
2860,3.7439,24.443,0.1025
2861,101.2881,25.678,0.1054
2862,296.0175,27.92,0.103
2863,496.3907,30.808,0.0808
2864,685.5007,32.896,0.0414
2865,820.013,34.341,0.0265
2866,892.2427,35.437,0.0307
2867,902.7606,36.236,0.0189
2868,847.1527,36.735,0.0221
2869,730.347,36.873,0.0222
2870,543.6023,36.508,0.0209
2871,342.2136,35.67,0.0148
2872,142.8264,34.174,0.0096
2873,14.8693,31.317,0.029
2874,0,29.787,0.0262
2875,0,28.91,0.0301
2876,0,28.15,0.04
2877,0,27.526,0.0674
2878,0,27.01,0.0818
2879,0,26.528,0.1079
2880,0,26.104,0.1278
2881,0,25.737,0.163
2882,0,25.433,0.1762
2883,0,25.167,0.1823
2884,3.772,24.985,0.2061
2885,89.4428,26.047,0.2163
2886,258.8915,27.929,0.2291
2887,428.8661,30.214,0.1411
2888,560.5486,32.269,0.1115
2889,690.7682,33.866,0.0636
2890,766.4021,34.989,0.0512
2891,788.0086,35.725,0.0701
2892,726.6762,35.991,0.0677
2893,608.4379,35.826,0.0666
2894,450.2458,35.235,0.0867
2895,272.25,34.227,0.0939
2896,114.4769,32.709,0.1018
2897,12.8539,30.468,0.0906
2898,0,29.082,0.1069
2899,0,28.204,0.1375
2900,0,27.573,0.1172
2901,0,27.11,0.1033
2902,0,26.715,0.095
2903,0,26.334,0.121
2904,0,25.96,0.1482
2905,0,25.628,0.1942
2906,0,25.335,0.2161
2907,0,25.06,0.2653
2908,3.8609,24.862,0.2668
2909,92.5864,25.901,0.2699
2910,274.2703,27.7,0.3137
2911,464.1708,30.014,0.1317
2912,636.862,32.382,0.1991
2913,786.1697,33.985,0.0682
2914,868.1654,35.138,0.0432
2915,866.7641,35.943,0.0299
2916,802.7074,36.401,0.0278
2917,676.5498,36.442,0.0374
2918,506.5533,36.077,0.0369
2919,321.9471,35.31,0.0452
2920,134.5219,33.919,0.0676
2921,14.6978,31.378,0.2092
2922,0,29.764,0.2776
2923,0,28.822,0.1369
2924,0,28.037,0.3214
2925,0,27.334,0.7968
2926,0,26.646,0.6787
2927,0,26.052,0.7368
2928,0,25.556,0.7902
2929,0,25.149,0.5466
2930,0,24.814,0.4399
2931,0,24.497,0.4918
2932,4.5269,24.248,0.3807
2933,95.9323,25.462,0.6105
2934,272.9297,27.3,1.3863
2935,457.5366,29.757,0.3795
2936,610.9735,32.091,0.0237
2937,732.0907,33.696,0.0112
2938,809.5527,34.917,0.0098
2939,833.7802,35.841,0.0054
2940,795.3366,36.417,0.0052
2941,697.1393,36.621,0.0065
2942,542.3806,36.387,0.0049
2943,343.4572,35.563,0.0032
2944,146.154,33.861,0.0018
2945,16.6304,30.708,0.001
2946,0,29.402,0.0005
2947,0,28.718,0.0006
2948,0,27.998,0.0005
2949,0,27.278,0.0007
2950,0,26.631,0.0012
2951,0,26.106,0.0012
2952,0,25.716,0.0013
2953,0,25.427,0.001
2954,0,25.205,0.0012
2955,0,25.005,0.0014
2956,3.9984,24.835,0.0015
2957,75.5708,25.721,0.0022
2958,209.1883,27.452,0.0145
2959,360.3481,29.892,0.0102
2960,501.586,32.154,0.0029
2961,631.9954,33.984,0.0018
2962,718.0486,35.313,0.0019
2963,756.1561,36.248,0.0018
2964,716.5246,36.744,0.0026
2965,618.6283,36.849,0.0034
2966,473.1852,36.552,0.0045
2967,299.1724,35.81,0.004
2968,125.9759,34.241,0.0024
2969,14.8015,31.503,0.0016
2970,0,30.217,0.0016
2971,0,29.353,0.0019
2972,0,28.55,0.0016
2973,0,27.808,0.0027
2974,0,27.153,0.0027
2975,0,26.589,0.0024
2976,0,26.104,0.0032
2977,0,25.639,0.0036
2978,0,25.171,0.0036
2979,0,24.696,0.0044
2980,5.277,24.302,0.0062
2981,108.7445,25.57,0.0066
2982,305.8923,27.943,0.0146
2983,508.2563,31.118,0.021
2984,683.2945,34.028,0.0006
2985,822.6431,35.907,0.0005
2986,899.3952,37.127,0.0005
2987,894.2266,37.871,0.0005
2988,836.3974,38.248,0.0007
2989,712.6715,38.2,0.0008
2990,528.0745,37.696,0.0008
2991,308.1545,36.617,0.0007
2992,120.7516,34.82,0.0007
2993,14.6283,32.126,0.0008
2994,0,30.68,0.0006
2995,0,29.717,0.0005
2996,0,28.891,0.0005
2997,0,28.18,0.0005
2998,0,27.53,0.0005
2999,0,26.951,0.0005
3000,0,26.462,0.0006
3001,0,26.024,0.0014
3002,0,25.597,0.0026
3003,0,25.168,0.0033
3004,5.1847,24.849,0.0043
3005,105.6275,26.21,0.0069
3006,303.4134,28.502,0.0076
3007,520.834,31.369,0.0044
3008,679.9022,34.192,0.1371
3009,821.4828,36.321,0.1056
3010,901.1136,37.554,0.0743
3011,906.7628,38.278,0.1152
3012,843.1482,38.581,0.0915
3013,714.2101,38.481,0.0892
3014,536.0408,37.987,0.0607
3015,332.5036,37.045,0.0411
3016,140.8571,35.46,0.0312
3017,16.6151,32.325,0.0224
3018,0,30.589,0.0654
3019,0,29.672,0.1847
3020,0,28.794,0.1124
3021,0,28.019,0.0585
3022,0,27.335,0.0432
3023,0,26.754,0.0359
3024,0,26.281,0.0341
3025,0,25.878,0.0388
3026,0,25.459,0.0437
3027,0,25.014,0.0558
3028,3.9921,24.65,0.0445
3029,88.5782,25.388,0.1011
3030,256.1724,27.167,0.1452
3031,441.9313,29.364,0.074
3032,612.3905,31.694,0.0208
3033,745.3142,33.829,0.019
3034,821.5108,35.349,0.019
3035,845.4212,36.316,0.0002
3036,799.2132,36.839,0.0002
3037,694.2568,36.93,0.0002
3038,516.3342,36.47,0.0002
3039,327.4046,35.539,0.0002
3040,138.9023,33.925,0.0004
3041,16.7764,31.296,0.0004
3042,0,29.776,0.0006
3043,0,28.876,0.0008
3044,0,28.124,0.0009
3045,0,27.525,0.0009
3046,0,27.006,0.0009
3047,0,26.538,0.0009
3048,0,26.127,0.001
3049,0,25.788,0.0008
3050,0,25.494,0.0008
3051,0,25.2,0.0009
3052,4.7629,24.981,0.0009
3053,90.1541,25.974,0.001
3054,249.9004,27.941,0.0011
3055,417.5531,30.285,0.0038
3056,567.5314,32.214,0.041
3057,704.4198,33.706,0.0351
3058,786.4529,34.936,0.0275
3059,820.2501,35.887,0.0988
3060,773.6445,36.402,0.062
3061,655.9158,36.492,0.0315
3062,490.5576,36.187,0.0174
3063,312.9896,35.519,0.0098
3064,134.1156,34.344,0.0056
3065,16.9854,32.14,0.0068
3066,0,30.552,0.005
3067,0,29.684,0.0064
3068,0,28.956,0.0101
3069,0,28.309,0.0155
